"_id._bsontype","_id.id","","state","mn_earn_wne_p10.2006","mn_earn_wne_p10.2007","mn_earn_wne_p10.2008","mn_earn_wne_p10.2009","mn_earn_wne_p10.2010","mn_earn_wne_p10.2011","mn_earn_wne_p10.2012","mn_earn_wne_p10.2013","mn_earn_wne_p10.2014","mn_earn_wne_p10.2015","mn_earn_wne_p10.2016","mn_earn_wne_p9.2006","mn_earn_wne_p9.2007","mn_earn_wne_p9.2008","mn_earn_wne_p9.2009","mn_earn_wne_p9.2010","mn_earn_wne_p9.2011","mn_earn_wne_p9.2012","mn_earn_wne_p9.2013","mn_earn_wne_p9.2014","mn_earn_wne_p9.2015","mn_earn_wne_p9.2016","mn_earn_wne_p8.2006","mn_earn_wne_p8.2007","mn_earn_wne_p8.2008","mn_earn_wne_p8.2009","mn_earn_wne_p8.2010","mn_earn_wne_p8.2011","mn_earn_wne_p8.2012","mn_earn_wne_p8.2013","mn_earn_wne_p8.2014","mn_earn_wne_p8.2015","mn_earn_wne_p8.2016","mn_earn_wne_p7.2006","mn_earn_wne_p7.2007","mn_earn_wne_p7.2008","mn_earn_wne_p7.2009","mn_earn_wne_p7.2010","mn_earn_wne_p7.2011","mn_earn_wne_p7.2012","mn_earn_wne_p7.2013","mn_earn_wne_p7.2014","mn_earn_wne_p7.2015","mn_earn_wne_p7.2016","mn_earn_wne_p6.2006","mn_earn_wne_p6.2007","mn_earn_wne_p6.2008","mn_earn_wne_p6.2009","mn_earn_wne_p6.2010","mn_earn_wne_p6.2011","mn_earn_wne_p6.2012","mn_earn_wne_p6.2013","mn_earn_wne_p6.2014","mn_earn_wne_p6.2015","mn_earn_wne_p6.2016","mn_earn_wne_male0_p10.2006","mn_earn_wne_male0_p10.2007","mn_earn_wne_male0_p10.2008","mn_earn_wne_male0_p10.2009","mn_earn_wne_male0_p10.2010","mn_earn_wne_male0_p10.2011","mn_earn_wne_male0_p10.2012","mn_earn_wne_male0_p10.2013","mn_earn_wne_male0_p10.2014","mn_earn_wne_male0_p10.2015","mn_earn_wne_male0_p10.2016","mn_earn_wne_male1_p10.2006","mn_earn_wne_male1_p10.2007","mn_earn_wne_male1_p10.2008","mn_earn_wne_male1_p10.2009","mn_earn_wne_male1_p10.2010","mn_earn_wne_male1_p10.2011","mn_earn_wne_male1_p10.2012","mn_earn_wne_male1_p10.2013","mn_earn_wne_male1_p10.2014","mn_earn_wne_male1_p10.2015","mn_earn_wne_male1_p10.2016","mn_earn_wne_indep0_p10.2006","mn_earn_wne_indep0_p10.2007","mn_earn_wne_indep0_p10.2008","mn_earn_wne_indep0_p10.2009","mn_earn_wne_indep0_p10.2010","mn_earn_wne_indep0_p10.2011","mn_earn_wne_indep0_p10.2012","mn_earn_wne_indep0_p10.2013","mn_earn_wne_indep0_p10.2014","mn_earn_wne_indep0_p10.2015","mn_earn_wne_indep0_p10.2016","mn_earn_wne_indep1_p10.2006","mn_earn_wne_indep1_p10.2007","mn_earn_wne_indep1_p10.2008","mn_earn_wne_indep1_p10.2009","mn_earn_wne_indep1_p10.2010","mn_earn_wne_indep1_p10.2011","mn_earn_wne_indep1_p10.2012","mn_earn_wne_indep1_p10.2013","mn_earn_wne_indep1_p10.2014","mn_earn_wne_indep1_p10.2015","mn_earn_wne_indep1_p10.2016","mn_earn_wne_inc1_p10.2006","mn_earn_wne_inc1_p10.2007","mn_earn_wne_inc1_p10.2008","mn_earn_wne_inc1_p10.2009","mn_earn_wne_inc1_p10.2010","mn_earn_wne_inc1_p10.2011","mn_earn_wne_inc1_p10.2012","mn_earn_wne_inc1_p10.2013","mn_earn_wne_inc1_p10.2014","mn_earn_wne_inc1_p10.2015","mn_earn_wne_inc1_p10.2016","mn_earn_wne_inc2_p10.2006","mn_earn_wne_inc2_p10.2007","mn_earn_wne_inc2_p10.2008","mn_earn_wne_inc2_p10.2009","mn_earn_wne_inc2_p10.2010","mn_earn_wne_inc2_p10.2011","mn_earn_wne_inc2_p10.2012","mn_earn_wne_inc2_p10.2013","mn_earn_wne_inc2_p10.2014","mn_earn_wne_inc2_p10.2015","mn_earn_wne_inc2_p10.2016","mn_earn_wne_inc3_p10.2006","mn_earn_wne_inc3_p10.2007","mn_earn_wne_inc3_p10.2008","mn_earn_wne_inc3_p10.2009","mn_earn_wne_inc3_p10.2010","mn_earn_wne_inc3_p10.2011","mn_earn_wne_inc3_p10.2012","mn_earn_wne_inc3_p10.2013","mn_earn_wne_inc3_p10.2014","mn_earn_wne_inc3_p10.2015","mn_earn_wne_inc3_p10.2016","gt_25k_p10.2006","gt_25k_p10.2007","gt_25k_p10.2008","gt_25k_p10.2009","gt_25k_p10.2010","gt_25k_p10.2011","gt_25k_p10.2012","gt_25k_p10.2013","gt_25k_p10.2014","gt_25k_p10.2015","gt_25k_p10.2016","gt_25k_p9.2006","gt_25k_p9.2007","gt_25k_p9.2008","gt_25k_p9.2009","gt_25k_p9.2010","gt_25k_p9.2011","gt_25k_p9.2012","gt_25k_p9.2013","gt_25k_p9.2014","gt_25k_p9.2015","gt_25k_p9.2016","gt_25k_p8.2006","gt_25k_p8.2007","gt_25k_p8.2008","gt_25k_p8.2009","gt_25k_p8.2010","gt_25k_p8.2011","gt_25k_p8.2012","gt_25k_p8.2013","gt_25k_p8.2014","gt_25k_p8.2015","gt_25k_p8.2016","gt_25k_p7.2006","gt_25k_p7.2007","gt_25k_p7.2008","gt_25k_p7.2009","gt_25k_p7.2010","gt_25k_p7.2011","gt_25k_p7.2012","gt_25k_p7.2013","gt_25k_p7.2014","gt_25k_p7.2015","gt_25k_p7.2016","gt_25k_p6.2006","gt_25k_p6.2007","gt_25k_p6.2008","gt_25k_p6.2009","gt_25k_p6.2010","gt_25k_p6.2011","gt_25k_p6.2012","gt_25k_p6.2013","gt_25k_p6.2014","gt_25k_p6.2015","gt_25k_p6.2016","earnings_gap.2006","earnings_gap.2007","earnings_gap.2008","earnings_gap.2009","earnings_gap.2010","earnings_gap.2011","earnings_gap.2012","earnings_gap.2013","earnings_gap.2014","earnings_gap.2015","earnings_gap.2016","state_abbrev","name","path"
"ObjectID","{""type"":""Buffer"",""data"":[92,155,230,38,17,220,119,0,20,220,147,126]}",,"NE","NA",44019.33,"NA",44097.9,"NA",43289.51,42933,43899.93,46408,"NA","NA",42047.06,"NA",42835.42,"NA",41472.23,"NA","NA","NA","NA","NA","NA","NA",40835.67,"NA",40052,"NA",39230.24,39629.33,39955.97,40585.07,"NA","NA",38661.05,"NA",38487.45,"NA",37208.27,"NA","NA","NA","NA","NA","NA","NA",36413.5,"NA",35365.49,"NA",34490.24,34546.22,35295.15,36102.55,"NA","NA","NA",35112.97,"NA",35303.07,"NA",34344.8,33977.46,34256.89,39018.27,"NA","NA","NA",51138.98,"NA",50193.95,"NA",49966.39,50406.85,52137.44,54544.48,"NA","NA","NA",39051.34,"NA",39548.71,"NA",39528.13,40720.82,40716.26,43473.78,"NA","NA","NA",40464.67,"NA",41568.34,"NA",41517.77,41486.42,42790.17,45023.43,"NA","NA","NA",30348.21,"NA",36201.2,"NA",34953.32,36462.36,37422.9,39535.89,"NA","NA","NA",39267.23,"NA",42066.14,"NA",41027.98,42175.13,42537.13,45090.05,"NA","NA","NA",48829.87,"NA",47126.49,"NA",47228.63,48425.94,50101.53,52216.84,"NA","NA","NA",0.7360633,"NA",0.7368935,"NA",0.7234332,0.7205459,0.7265188,"NA","NA","NA",0.7260523,"NA",0.7304008,"NA",0.7115264,"NA","NA","NA","NA","NA","NA","NA",0.7171732,"NA",0.7069609,"NA",0.686565,0.695278,0.7031012,"NA","NA","NA",0.6983967,"NA",0.6951699,"NA",0.6660215,"NA","NA","NA","NA","NA","NA","NA",0.6748397,"NA",0.6477571,"NA",0.6281625,0.6246423,0.6370044,"NA","NA","NA","NA",16026.01,"NA",14890.88,"NA",15621.58,16429.39,17880.54,15526.2,"NA","NA","NE","Nebraska","nebraska"
"ObjectID","{""type"":""Buffer"",""data"":[92,155,230,38,17,220,119,0,20,220,147,127]}",,"NH","NA",46541.12,"NA",45275.21,"NA",44469.01,44975.1,46009.48,48331.73,"NA","NA",44464.15,"NA",43282.53,"NA",42570.25,"NA","NA","NA","NA","NA","NA","NA",41562.06,"NA",40749.89,"NA",39550.69,40147.83,41153.5,43572.23,"NA","NA",39358.05,"NA",38655.75,"NA",37794.01,"NA","NA","NA","NA","NA","NA","NA",36563.63,"NA",35904.87,"NA",34741.84,35322.2,36313,37833.21,"NA","NA","NA",39603.62,"NA",38658.84,"NA",38392.5,38314.96,38604.2,42926.98,"NA","NA","NA",54942.2,"NA",52919.78,"NA",52613.59,52662.17,53981.83,57087.56,"NA","NA","NA",44549.38,"NA",37341.5,"NA",41360.11,41743.38,42152.11,49404.08,"NA","NA","NA",38102.56,"NA",38834.7,"NA",39768.8,39413.93,40267.71,40358.13,"NA","NA","NA",38091.64,"NA",36806.53,"NA",35636.93,36914.51,37059.68,38387.66,"NA","NA","NA",44684.63,"NA",43674.97,"NA",41790.57,42749.04,44288.68,45401.74,"NA","NA","NA",52796.91,"NA",50299.64,"NA",48946.78,49557.7,50897.23,53911.52,"NA","NA","NA",0.7428537,"NA",0.736891,"NA",0.719676,0.7345649,0.7434393,"NA","NA","NA",0.7375726,"NA",0.7260921,"NA",0.7138486,"NA","NA","NA","NA","NA","NA","NA",0.7221241,"NA",0.7067645,"NA",0.684924,0.6980039,0.7063602,"NA","NA","NA",0.7098213,"NA",0.6945517,"NA",0.6732662,"NA","NA","NA","NA","NA","NA","NA",0.6796876,"NA",0.6538187,"NA",0.6319353,0.6413925,0.654868,"NA","NA","NA","NA",15338.58,"NA",14260.93,"NA",14221.09,14347.21,15377.63,14160.58,"NA","NA","NH","New Hampshire","new_hampshire"
"ObjectID","{""type"":""Buffer"",""data"":[92,155,230,38,17,220,119,0,20,220,147,128]}",,"NJ","NA",50163.87,"NA",47941.75,"NA",45753.93,45107.96,46045.64,47127.91,"NA","NA",47789.33,"NA",46180.03,"NA",43934.13,"NA","NA","NA","NA","NA","NA","NA",44448.69,"NA",42297.08,"NA",40022.29,39300.86,39786.07,41357.73,"NA","NA",42109.83,"NA",40444.41,"NA",38078.2,"NA","NA","NA","NA","NA","NA","NA",38480.96,"NA",36327.26,"NA",33162.26,33139.72,33871.79,34516.1,"NA","NA","NA",40496.98,"NA",39699.06,"NA",38715.52,37733.72,38826.85,41721.9,"NA","NA","NA",56495.1,"NA",52877.79,"NA",50285.59,49710.41,51647.85,54717.21,"NA","NA","NA",50079.45,"NA",47686.41,"NA",45517.47,45444.26,46488.11,47790.57,"NA","NA","NA",41618.64,"NA",41551.12,"NA",40033.88,37489.68,40243.66,41771.52,"NA","NA","NA",35625.06,"NA",37758.64,"NA",34630.68,38253.28,39180.54,40715.39,"NA","NA","NA",47482.07,"NA",46987.96,"NA",43954.62,43033.98,43131.99,46181.75,"NA","NA","NA",60057.22,"NA",55781.18,"NA",53020.12,53274.05,54357.21,55232.47,"NA","NA","NA",0.7517148,"NA",0.7236217,"NA",0.6993856,0.6938213,0.7029976,"NA","NA","NA",0.7410325,"NA",0.7224599,"NA",0.6914514,"NA","NA","NA","NA","NA","NA","NA",0.7183096,"NA",0.6846517,"NA",0.6489935,0.642022,0.6521565,"NA","NA","NA",0.7035662,"NA",0.6791944,"NA",0.6316251,"NA","NA","NA","NA","NA","NA","NA",0.6667483,"NA",0.6184504,"NA",0.5671621,0.5649273,0.580784,"NA","NA","NA","NA",15998.13,"NA",13178.73,"NA",11570.07,11976.69,12821,12995.31,"NA","NA","NJ","New Jersey","new_jersey"
"ObjectID","{""type"":""Buffer"",""data"":[92,155,230,38,17,220,119,0,20,220,147,129]}",,"NM","NA",39115.09,"NA",37707.44,"NA",36389.66,36499.34,37152.63,37609.65,"NA","NA",37336.61,"NA",36269.64,"NA",34895.84,"NA","NA","NA","NA","NA","NA","NA",34517.38,"NA",33647.31,"NA",32972.09,32484.45,32648.89,33617.46,"NA","NA",32152.21,"NA",32270.48,"NA",31076.38,"NA","NA","NA","NA","NA","NA","NA",30327.36,"NA",29597.13,"NA",28086.27,28062.69,28157.76,28768.55,"NA","NA","NA",33865.75,"NA",33009.65,"NA",31441.38,31323.83,31638.7,32160.18,"NA","NA","NA",45346.13,"NA",43520.78,"NA",42036.41,42765.23,44214.38,44669.2,"NA","NA","NA",39587.91,"NA",37854.42,"NA",36332.73,36510.61,37558.63,38498.02,"NA","NA","NA",37342.64,"NA",36395.93,"NA",34807.32,35074.71,35432.32,36453.04,"NA","NA","NA",29901.5,"NA",30059.93,"NA",26710.61,32078.88,32664.27,33489.07,"NA","NA","NA",36667.52,"NA",36709.5,"NA",34293.46,35349.18,34317.39,41006.44,"NA","NA","NA",46787.06,"NA",44215.01,"NA",43592.25,46423.71,45834.26,46812.58,"NA","NA","NA",0.6549158,"NA",0.6295848,"NA",0.6137664,0.6061864,0.6086218,"NA","NA","NA",0.6341118,"NA",0.6171666,"NA",0.5961855,"NA","NA","NA","NA","NA","NA","NA",0.6000404,"NA",0.5819895,"NA",0.5585638,0.5516655,0.5527167,"NA","NA","NA",0.5680978,"NA",0.5662153,"NA",0.5294827,"NA","NA","NA","NA","NA","NA","NA",0.535542,"NA",0.5094224,"NA",0.4739074,0.4758624,0.4765545,"NA","NA","NA","NA",11480.38,"NA",10511.13,"NA",10595.04,11441.4,12575.68,12509.02,"NA","NA","NM","New Mexico","new_mexico"
"ObjectID","{""type"":""Buffer"",""data"":[92,155,230,38,17,220,119,0,20,220,147,130]}",,"NV","NA",42741.67,"NA",42197.23,"NA",41215.27,40006.77,40039.65,42150.48,"NA","NA",41542.54,"NA",41465.6,"NA",38851.57,"NA","NA","NA","NA","NA","NA","NA",38130.28,"NA",37529.96,"NA",35767.98,35969.57,36669.52,39440.11,"NA","NA",36456.83,"NA",36579.64,"NA",34183.33,"NA","NA","NA","NA","NA","NA","NA",34554.18,"NA",32878.06,"NA",31771.1,32123.04,32801.01,33737.77,"NA","NA","NA",33345.85,"NA",36430.62,"NA",35377.54,35196.19,35381.24,38006.91,"NA","NA","NA",50399.23,"NA",50029.97,"NA",48655.37,46917.09,47169.68,50804.16,"NA","NA","NA",46258.89,"NA",43206.8,"NA",42650.7,41879.09,42271.69,44429.32,"NA","NA","NA",38262.43,"NA",40560.27,"NA",39215.37,38098.69,38155.28,39943.07,"NA","NA","NA",16224.83,"NA",34414.73,"NA",32408.44,34851.01,34773.88,37456.79,"NA","NA","NA",28143.61,"NA",44445.77,"NA",41415.36,39152,39253.05,40560.95,"NA","NA","NA",45119.51,"NA",48155.39,"NA",47241.74,46769.52,46542.31,48556.13,"NA","NA","NA",0.6820656,"NA",0.6705766,"NA",0.6643872,0.6517,0.6513543,"NA","NA","NA",0.67707,"NA",0.67071,"NA",0.6389996,"NA","NA","NA","NA","NA","NA","NA",0.6497145,"NA",0.6300232,"NA",0.6122304,0.6164791,0.6231135,"NA","NA","NA",0.6376043,"NA",0.6244503,"NA",0.5925276,"NA","NA","NA","NA","NA","NA","NA",0.6076322,"NA",0.5771194,"NA",0.5605025,0.5731165,0.5764085,"NA","NA","NA","NA",17053.38,"NA",13599.35,"NA",13277.84,11720.9,11788.45,12797.25,"NA","NA","NV","Nevada","nevada"
"ObjectID","{""type"":""Buffer"",""data"":[92,155,230,38,17,220,119,0,20,220,147,131]}",,"NY","NA",48488.21,"NA",46710.3,"NA",45551.7,45297.38,46556.49,47410.05,"NA","NA",45851.28,"NA",44876.61,"NA",43649.71,"NA","NA","NA","NA","NA","NA","NA",42902.58,"NA",41763.18,"NA",40194.58,39838.58,40446.81,41537.86,"NA","NA",40084.32,"NA",39731.07,"NA",37984.52,"NA","NA","NA","NA","NA","NA","NA",37307.34,"NA",35781.17,"NA",33908.19,33662.24,34526.96,35180.25,"NA","NA","NA",41792.32,"NA",41323.79,"NA",39595.45,38978.89,40036.93,42704.2,"NA","NA","NA",53085.02,"NA",50632.68,"NA",49938.3,50191.8,51640.97,53879.14,"NA","NA","NA",48263.23,"NA",46649.21,"NA",44003.19,43340.28,45059.18,46548.85,"NA","NA","NA",42085.2,"NA",41312.78,"NA",39591.62,38473.31,41325.73,44056.79,"NA","NA","NA",36960.98,"NA",38745.16,"NA",34214.33,38311.05,39051.09,40982.26,"NA","NA","NA",47488.41,"NA",46517.02,"NA",43298.7,43469.91,44868.63,47210.52,"NA","NA","NA",58018.59,"NA",55178.95,"NA",53846.52,53849.58,55772.22,56910,"NA","NA","NA",0.7334557,"NA",0.7130027,"NA",0.6948112,0.6898671,0.7034786,"NA","NA","NA",0.7183553,"NA",0.7089309,"NA",0.6841063,"NA","NA","NA","NA","NA","NA","NA",0.6993158,"NA",0.6751174,"NA",0.6473948,0.63977,0.6519492,"NA","NA","NA",0.6726799,"NA",0.6610014,"NA",0.6263419,"NA","NA","NA","NA","NA","NA","NA",0.6401055,"NA",0.6050656,"NA",0.570035,0.5638176,0.5772912,"NA","NA","NA","NA",11292.7,"NA",9308.887,"NA",10342.86,11212.92,11604.05,11174.95,"NA","NA","NY","New York","new_york"
"ObjectID","{""type"":""Buffer"",""data"":[92,155,230,38,17,220,119,0,20,220,147,132]}",,"OH","NA",42037.66,"NA",40634.88,"NA",39807.95,39699.45,40413.47,42369.76,"NA","NA",40260.06,"NA",39105.66,"NA",38150.18,"NA","NA","NA","NA","NA","NA","NA",37675.33,"NA",36460.24,"NA",35834.88,35915.69,36514.22,38344.76,"NA","NA",35697.11,"NA",34884.87,"NA",33942.65,"NA","NA","NA","NA","NA","NA","NA",33099.5,"NA",32045.53,"NA",31256.88,31466.03,31967.38,33311.29,"NA","NA","NA",34251.46,"NA",34083.7,"NA",33222.59,33009.21,33181.54,36246.43,"NA","NA","NA",48307.03,"NA",45721.24,"NA",45524.49,45474.54,46425.53,49371.74,"NA","NA","NA",39871.52,"NA",39718.69,"NA",39291.11,39424.53,40071.26,42946,"NA","NA","NA",34109.39,"NA",34118.27,"NA",32279.02,32124.58,32672.29,36209.98,"NA","NA","NA",30684.69,"NA",31007.11,"NA",29194.94,30979.11,31544.89,33867.77,"NA","NA","NA",40837.09,"NA",40106.5,"NA",38491.64,38364.54,39454.17,42708.48,"NA","NA","NA",49588.91,"NA",47533.16,"NA",46595.71,47145.91,48637.8,50700.54,"NA","NA","NA",0.6966535,"NA",0.6768207,"NA",0.6649495,0.6669949,0.6716495,"NA","NA","NA",0.6859358,"NA",0.6691006,"NA",0.6508197,"NA","NA","NA","NA","NA","NA","NA",0.6608832,"NA",0.6368011,"NA",0.6220084,0.6247884,0.63481,"NA","NA","NA",0.6412619,"NA",0.6221285,"NA",0.5980429,"NA","NA","NA","NA","NA","NA","NA",0.6026275,"NA",0.5729794,"NA",0.55427,0.5596499,0.567346,"NA","NA","NA","NA",14055.57,"NA",11637.54,"NA",12301.9,12465.33,13243.99,13125.31,"NA","NA","OH","Ohio","ohio"
"ObjectID","{""type"":""Buffer"",""data"":[92,155,230,38,17,220,119,0,20,220,147,133]}",,"OK","NA",40123.58,"NA",39615.33,"NA",39683.27,39930.79,40387.99,41587.79,"NA","NA",38379.33,"NA",38250.85,"NA",37792.9,"NA","NA","NA","NA","NA","NA","NA",36660.61,"NA",36044.3,"NA",35767.51,36097.81,36942.88,38645.62,"NA","NA",34449.12,"NA",34532.05,"NA",33676.62,"NA","NA","NA","NA","NA","NA","NA",32594.79,"NA",31767.97,"NA",31775.68,32637.91,33362.96,34433.74,"NA","NA","NA",32593.97,"NA",32305.23,"NA",31599.18,32025.01,32598.37,34762.41,"NA","NA","NA",46131.4,"NA",45178.42,"NA",45515.4,46060.75,46881.35,48245.32,"NA","NA","NA",41720.92,"NA",41371.55,"NA",41493.18,41864.6,42535.37,43916.91,"NA","NA","NA",36239.37,"NA",35881.14,"NA",34011.93,34069.7,34355.74,37543.87,"NA","NA","NA",29569.07,"NA",30620.88,"NA",29336.83,32953.13,33018.54,34555.42,"NA","NA","NA",38289.66,"NA",38812.45,"NA",39215.52,39569.72,39600.46,43191.2,"NA","NA","NA",47961.81,"NA",46901.04,"NA",47612.81,48463.56,49964.52,51698.41,"NA","NA","NA",0.6664398,"NA",0.653185,"NA",0.6487637,0.6510038,0.6532515,"NA","NA","NA",0.6527945,"NA",0.6458775,"NA",0.6363772,"NA","NA","NA","NA","NA","NA","NA",0.6307212,"NA",0.6223024,"NA",0.6038527,0.6155321,0.6315239,"NA","NA","NA",0.6060904,"NA",0.6067024,"NA",0.5807663,"NA","NA","NA","NA","NA","NA","NA",0.5802761,"NA",0.5594152,"NA",0.5567898,0.5743824,0.5851586,"NA","NA","NA","NA",13537.42,"NA",12873.19,"NA",13916.22,14035.75,14282.98,13482.91,"NA","NA","OK","Oklahoma","oklahoma"
"ObjectID","{""type"":""Buffer"",""data"":[92,155,230,38,17,220,119,0,20,220,147,134]}",,"OR","NA",42092.51,"NA",40853.9,"NA",40137.86,40335.42,41209.3,42146.84,"NA","NA",40206.61,"NA",39323.63,"NA",38420.9,"NA","NA","NA","NA","NA","NA","NA",37939.66,"NA",36760.62,"NA",36185.58,36008.34,36615.7,37920.74,"NA","NA",35878.75,"NA",35188.1,"NA",34219,"NA","NA","NA","NA","NA","NA","NA",33438.99,"NA",32330.71,"NA",31343.24,31540.34,32274.57,32800.43,"NA","NA","NA",33900.33,"NA",33622.75,"NA",34659.72,34714.24,35237.47,37689.28,"NA","NA","NA",50173.38,"NA",46400.29,"NA",46624.69,46945.71,48344.26,50068.93,"NA","NA","NA",41215.26,"NA",41538.64,"NA",40484.44,40791.18,41803.91,43564.72,"NA","NA","NA",37680.57,"NA",37483.18,"NA",36848.78,37263.13,37865.79,39725.66,"NA","NA","NA",31554.41,"NA",33986.22,"NA",32774.43,34942.2,35622.81,37343.87,"NA","NA","NA",39828.48,"NA",40995.98,"NA",40584.75,41179.13,41146.01,43826.69,"NA","NA","NA",48108.37,"NA",46292.85,"NA",46192.79,46749.36,48378.51,50595.75,"NA","NA","NA",0.6756777,"NA",0.6536701,"NA",0.6465614,0.6487404,0.6576742,"NA","NA","NA",0.6646415,"NA",0.6494447,"NA",0.6335356,"NA","NA","NA","NA","NA","NA","NA",0.6451427,"NA",0.6190594,"NA",0.6091757,0.6081224,0.6164596,"NA","NA","NA",0.6281761,"NA",0.6082602,"NA",0.5888948,"NA","NA","NA","NA","NA","NA","NA",0.5921299,"NA",0.5660756,"NA",0.5406856,0.5418107,0.5514163,"NA","NA","NA","NA",16273.05,"NA",12777.55,"NA",11964.96,12231.47,13106.79,12379.66,"NA","NA","OR","Oregon","oregon"
"ObjectID","{""type"":""Buffer"",""data"":[92,155,230,38,17,220,119,0,20,220,147,135]}",,"PA","NA",47015.11,"NA",45632.25,"NA",45610.23,46148.27,47538.63,48671.01,"NA","NA",44665.98,"NA",43834.96,"NA",43471.77,"NA","NA","NA","NA","NA","NA","NA",41798.09,"NA",41562.22,"NA",41136.93,41004.93,41647.07,42756.3,"NA","NA",39314.77,"NA",39526.8,"NA",38800.86,"NA","NA","NA","NA","NA","NA","NA",37132.88,"NA",36570.28,"NA",34941.07,35079.43,35819.71,36202.8,"NA","NA","NA",37840.65,"NA",38016.66,"NA",37752.31,37646.71,39297.45,42377.97,"NA","NA","NA",52012.53,"NA",49089.08,"NA",49812.2,50433.88,52013.13,55898.7,"NA","NA","NA",43277.97,"NA",42227.47,"NA",42362.09,43117.54,43705.32,47081.38,"NA","NA","NA",38677.66,"NA",37817.04,"NA",37819.52,38466.9,41207.93,44449.7,"NA","NA","NA",35538.99,"NA",35430.8,"NA",33772.77,36829.12,38673.57,39529.63,"NA","NA","NA",44745.65,"NA",42940.25,"NA",42017.26,42353.43,43750.35,45798.74,"NA","NA","NA",54467.12,"NA",51497.55,"NA",51155.18,52821.72,54646.74,56218.97,"NA","NA","NA",0.7372219,"NA",0.7198839,"NA",0.713976,0.714548,0.7267933,"NA","NA","NA",0.7247483,"NA",0.7154583,"NA",0.7003345,"NA","NA","NA","NA","NA","NA","NA",0.7056934,"NA",0.6883703,"NA",0.6755981,0.6715603,0.6809672,"NA","NA","NA",0.6861163,"NA",0.6769363,"NA",0.6511757,"NA","NA","NA","NA","NA","NA","NA",0.6568297,"NA",0.6292959,"NA",0.6031714,0.6017562,0.6119077,"NA","NA","NA","NA",14171.88,"NA",11072.42,"NA",12059.89,12787.16,12715.69,13520.73,"NA","NA","PA","Pennsylvania","pennsylvania"
"ObjectID","{""type"":""Buffer"",""data"":[92,155,230,38,17,220,119,0,20,220,147,136]}",,"PR","NA",23552.72,"NA",23483.83,"NA",21543.5,21070.22,21250.92,22395.9,"NA","NA",22677.9,"NA",23069.5,"NA",21037.74,"NA","NA","NA","NA","NA","NA","NA",22262.28,"NA",22248.18,"NA",19379.21,19409.55,19528.13,20392.92,"NA","NA",21295.87,"NA",21501.38,"NA",18764.82,"NA","NA","NA","NA","NA","NA","NA",20266.19,"NA",18436.69,"NA",17444.51,17185.8,17370.9,18521.95,"NA","NA","NA",20230.16,"NA",20018.77,"NA",17884.08,17432.17,17575.35,18599.6,"NA","NA","NA",24152.87,"NA",23588.25,"NA",21992.59,21243.02,21362.49,24338.23,"NA","NA","NA",23378.96,"NA",23095.29,"NA",20778.84,20296.73,20325.21,21439.35,"NA","NA","NA",22883.22,"NA",23645.96,"NA",22044.35,21293.13,21601.5,23119.16,"NA","NA","NA",12669.09,"NA",16345.08,"NA",11720.66,18188.02,18423.57,20277.57,"NA","NA","NA",18173.91,"NA",20733.67,"NA",14556.44,9332.594,6153.675,18334.46,"NA","NA","NA",24377.32,"NA",28223.29,"NA",16462.63,27659.55,15554.57,24821.86,"NA","NA","NA",0.3677623,"NA",0.3514425,"NA",0.3040307,0.2860705,0.2899497,"NA","NA","NA",0.3459362,"NA",0.3452495,"NA",0.2946189,"NA","NA","NA","NA","NA","NA","NA",0.3254588,"NA",0.3213404,"NA",0.2495001,0.2476974,0.2477269,"NA","NA","NA",0.302741,"NA",0.3050926,"NA",0.2362382,"NA","NA","NA","NA","NA","NA","NA",0.2796473,"NA",0.2268019,"NA",0.2028833,0.1930704,0.1965546,"NA","NA","NA","NA",3922.711,"NA",3569.479,"NA",4108.514,3810.85,3787.143,5738.633,"NA","NA","PR","Puerto Rico","puerto_rico"
"ObjectID","{""type"":""Buffer"",""data"":[92,155,230,38,17,220,119,0,20,220,147,137]}",,"PW","NA","NA","NA",22400,"NA",24600,25200,26000,"NA","NA","NA","NA","NA",21600,"NA",23400,"NA","NA","NA","NA","NA","NA","NA",21400,"NA",22200,"NA",21600,20600,29900,31900,"NA","NA",20700,"NA",20400,"NA",19700,"NA","NA","NA","NA","NA","NA","NA",19100,"NA",20600,"NA","NA",17500,19800,"NA","NA","NA","NA","NA","NA","NA","NA",23100,23100,"NA","NA","NA","NA","NA","NA","NA","NA","NA",26500,26700,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",0.4235294,"NA",0.4817519,0.491,0.458,"NA","NA","NA","NA","NA",0.3258427,"NA",0.3768116,"NA","NA","NA","NA","NA","NA","NA",0.3448276,"NA",0.3661972,"NA",0.368,0.28,0.404,"NA","NA","NA",0.282353,"NA",0.3006993,"NA",0.3196721,"NA","NA","NA","NA","NA","NA","NA",0.2374101,"NA",0.3361345,"NA","NA",0.23,0.339,"NA","NA","NA","NA","NA","NA","NA","NA",3400,3600,"NA","NA","NA","NA","PW",,
