,STATE,YEAR,TOTAL_EXPENDITURE,INSTRUCTION_EXPENDITURE,4TH_ENROLLED,8TH_ENROLLED,TOTAL_ENROLLMENT,4_AVG_MATH_SCORE,8_AVG_MATH_SCORE,4_AVG_RDG_SCORE,8_AVG_RDG_SCORE
0,ALABAMA,2001,5086045.0,2656393.0,58929.0,56591.0,683042.0,,,,
1,ALABAMA,2002,5147821.0,2720735.0,58690.0,57576.0,683867.0,,,,
2,ALABAMA,2003,5298932.0,2817111.0,57323.0,59663.0,674679.0,223.3446426,261.9390222,207.0838476,261.8708721
3,ALABAMA,2004,5450269.0,2875595.0,56182.0,59286.0,673176.0,,,,
4,ALABAMA,2005,5904664.0,3053380.0,55919.0,59643.0,681201.0,225.0712362,262.2111,207.752033,273.04575719999997
5,ALABAMA,2006,6591429.0,3326656.0,56720.0,59573.0,685423.0,,,,
6,ALABAMA,2007,7196459.0,3653466.0,57795.0,58792.0,686947.0,228.52001800000002,266.0001099,216.3889539,265.6419817
7,ALABAMA,2008,7847387.0,3947003.0,58593.0,57809.0,689463.0,,,,
8,ALABAMA,2009,7815467.0,3836398.0,59512.0,57027.0,691870.0,227.96265040000003,268.52412030000005,216.27335589999998,267.5774737
9,ALABAMA,2010,7647571.0,3900492.0,59117.0,57992.0,697887.0,,,,
10,ALABAMA,2011,7411768.0,3844055.0,56491.0,57919.0,687019.0,231.28601899999998,269.0965158,220.2734133,257.3835093
11,ALABAMA,2012,7222161.0,3695221.0,55859.0,58151.0,685209.0,,,,
12,ALABAMA,2013,7487741.0,3747993.0,55719.0,58799.0,686447.0,232.86133250000003,269.1942806,218.5759534,269.5337264
13,ALABAMA,2014,7587737.0,3824295.0,55479.0,57471.0,686225.0,,,,
14,ALABAMA,2015,7501799.0,3817479.0,55808.0,55792.0,688176.0,230.9774227,266.5553185,217.04908980000002,269.02002819999996
15,ALABAMA,2016,7708845.0,3865453.0,,,,,,,
16,ALASKA,2001,1402839.0,701053.0,10718.0,10702.0,124254.0,,,,
17,ALASKA,2002,1523327.0,747223.0,10084.0,10840.0,124295.0,,,,
18,ALASKA,2003,1610289.0,763525.0,10115.0,11140.0,124458.0,232.9916543,279.02506989999995,211.54715359999997,268.77242060000003
19,ALASKA,2004,1647250.0,775069.0,9674.0,10857.0,123100.0,,,,
20,ALASKA,2005,1751718.0,829666.0,9495.0,10793.0,123354.0,235.51070550000003,278.9587094,211.06131859999996,266.8787375
21,ALASKA,2006,1817656.0,871434.0,9589.0,10155.0,122813.0,,,,
22,ALASKA,2007,1938755.0,927307.0,9420.0,9953.0,121404.0,237.2738932,282.55715410000005,214.4769544,266.91761710000003
23,ALASKA,2008,2274819.0,1113396.0,9756.0,9673.0,120918.0,,,,
24,ALASKA,2009,2396412.0,1129756.0,10046.0,9626.0,121857.0,237.21228430000002,283.0476628,211.12736830000003,256.1068616
25,ALASKA,2010,2371251.0,1151630.0,9917.0,9622.0,121984.0,,,,
26,ALASKA,2011,2443898.0,1215062.0,9667.0,9527.0,120714.0,236.359658,283.2727979,207.9236959,267.54299419999995
27,ALASKA,2012,2483320.0,1255757.0,9756.0,9806.0,120920.0,,,,
28,ALASKA,2013,2665933.0,1324649.0,9722.0,9677.0,120312.0,236.1220044,281.5595728,209.3472882,268.8033631
29,ALASKA,2014,2727056.0,1346457.0,9812.0,9653.0,120617.0,,,,
30,ALASKA,2015,2968341.0,1484610.0,10118.0,9400.0,122068.0,236.328417,280.49345619999997,212.79260019999998,258.7537615
31,ALASKA,2016,2623014.0,1251738.0,,,,,,,
32,ARIZONA,2001,5858385.0,2538936.0,74270.0,69643.0,841750.0,,,,
33,ARIZONA,2002,6018188.0,2659448.0,71139.0,69841.0,861334.0,,,,
34,ARIZONA,2003,6210287.0,2810907.0,76207.0,76376.0,930090.0,228.91139610000002,271.1773505,208.8728014,267.8089667
35,ARIZONA,2004,6731212.0,3224647.0,77110.0,78595.0,957964.0,,,,
36,ARIZONA,2005,7136794.0,3423716.0,80458.0,80683.0,1010731.0,229.8006731,274.30509,207.1427366,264.9477781
37,ARIZONA,2006,7934177.0,3733989.0,81388.0,80769.0,982648.0,,,,
38,ARIZONA,2007,8709531.0,3977800.0,82876.0,81196.0,1000520.0,231.9369335,275.5484264,209.5206243,254.7997475
39,ARIZONA,2008,9581201.0,4251747.0,83793.0,81576.0,1000335.0,,,,
40,ARIZONA,2009,9580393.0,4296503.0,83686.0,82163.0,993469.0,229.99110519999996,277.33228199999996,209.98926949999998,267.1670297
41,ARIZONA,2010,8812967.0,4223152.0,82862.0,80636.0,988741.0,,,,
42,ARIZONA,2011,8610417.0,3977772.0,82566.0,81294.0,995665.0,235.157597,279.0335017,212.39504989999998,270.9661722
43,ARIZONA,2012,8054662.0,3917564.0,83892.0,82769.0,1002920.0,,,,
44,ARIZONA,2013,7600581.0,3824071.0,84282.0,83849.0,1015927.0,240.30491150000003,279.72226800000004,213.1341315,257.4278382
45,ARIZONA,2014,8109460.0,3902565.0,85535.0,84596.0,1028214.0,,,,
46,ARIZONA,2015,7902600.0,3846357.0,86594.0,84084.0,1029470.0,237.6117554,282.9194894,215.3113365,260.3170188
47,ARIZONA,2016,7987011.0,3872250.0,,,,,,,
48,ARKANSAS,2001,2951677.0,1616883.0,35216.0,35372.0,413278.0,,,,
49,ARKANSAS,2002,3087453.0,1697645.0,33835.0,36102.0,414225.0,,,,
50,ARKANSAS,2003,3242799.0,1768713.0,34070.0,37004.0,417119.0,229.0065887,265.7715893,213.61530449999998,264.6565519
51,ARKANSAS,2004,3539569.0,1863515.0,33884.0,37369.0,425185.0,,,,
52,ARKANSAS,2005,3999608.0,2118580.0,34951.0,37279.0,435390.0,235.545467,271.6363484,217.07152889999998,254.99855240000002
53,ARKANSAS,2006,4343877.0,2265821.0,35581.0,36026.0,437791.0,,,,
54,ARKANSAS,2007,4779308.0,2337748.0,35710.0,35944.0,440234.0,237.6706874,273.8998622,217.02781769999996,265.8126157
55,ARKANSAS,2008,4720720.0,2388502.0,36345.0,35387.0,440403.0,,,,
56,ARKANSAS,2009,5017352.0,2417974.0,36479.0,35715.0,441973.0,237.5405919,275.9995,216.15158140000003,269.5687297
57,ARKANSAS,2010,5520387.0,2521528.0,36873.0,36237.0,443895.0,,,,
58,ARKANSAS,2011,5669431.0,2559292.0,36662.0,36339.0,445351.0,237.81015699999998,279.08820499999996,216.51486400000002,258.4210904
59,ARKANSAS,2012,5299969.0,2548056.0,36140.0,36607.0,445359.0,,,,
60,ARKANSAS,2013,5226339.0,2545564.0,36321.0,36660.0,449790.0,239.8905221,277.9148025,218.52388530000002,261.2560926
61,ARKANSAS,2014,5242672.0,2609867.0,35922.0,36788.0,452109.0,,,,
62,ARKANSAS,2015,5350543.0,2620399.0,35893.0,36882.0,454375.0,235.21546969999997,275.06475639999996,218.07749619999998,262.7693918
63,ARKANSAS,2016,5434193.0,2658253.0,,,,,,,
64,CALIFORNIA,2001,52082540.0,26641811.0,485301.0,461133.0,5717489.0,,,,
65,CALIFORNIA,2002,56464225.0,28593157.0,491510.0,473553.0,5833345.0,,,,
66,CALIFORNIA,2003,59749885.0,29561563.0,493415.0,500143.0,5899326.0,227.45498179999998,267.0495006,205.6324371,255.0733796
67,CALIFORNIA,2004,62647953.0,29624968.0,488045.0,498806.0,5932350.0,,,,
68,CALIFORNIA,2005,66196072.0,31070450.0,477828.0,489560.0,5926631.0,230.3669575,268.55812860000003,206.5120265,264.1845096
69,CALIFORNIA,2006,68722432.0,32387671.0,470542.0,491871.0,5944746.0,,,,
70,CALIFORNIA,2007,73225422.0,34685013.0,467305.0,490054.0,5881552.0,230.0340912,270.381784,208.522186,268.1594281
71,CALIFORNIA,2008,76618865.0,36542347.0,463904.0,486390.0,5854465.0,,,,
72,CALIFORNIA,2009,74766086.0,35617964.0,465866.0,472856.0,5786013.0,231.67492719999998,270.4485881,209.7624054,254.8952466
73,CALIFORNIA,2010,71227111.0,34657275.0,463691.0,476639.0,5815902.0,,,,
74,CALIFORNIA,2011,69847705.0,34225248.0,462082.0,467626.0,5793407.0,234.1649932,272.76980310000005,211.358636,261.285252
75,CALIFORNIA,2012,70191877.0,34213049.0,468007.0,465967.0,5803338.0,,,,
76,CALIFORNIA,2013,69727119.0,34194878.0,470515.0,472381.0,5799332.0,233.65446459999998,275.90135069999997,212.5459679,260.4482872
77,CALIFORNIA,2014,72506810.0,35539425.0,475192.0,467038.0,5794141.0,,,,
78,CALIFORNIA,2015,78365958.0,38951948.0,485885.0,465322.0,,231.54934500000002,275.324573,212.67794849999999,258.76826800000003
79,CALIFORNIA,2016,85320133.0,42587272.0,,,,,,,
80,COLORADO,2001,5727966.0,2709184.0,58028.0,56540.0,689066.0,,,,
81,COLORADO,2002,6237142.0,2963406.0,57318.0,57664.0,697990.0,,,,
82,COLORADO,2003,6685029.0,3168745.0,56437.0,58897.0,701780.0,235.1931161,283.3998585,223.660982,266.2285608
83,COLORADO,2004,6869975.0,3232723.0,56425.0,59397.0,709008.0,,,,
84,COLORADO,2005,7284280.0,3380399.0,57151.0,59929.0,720428.0,239.2158745,280.8240073,223.65613,266.2255436
85,COLORADO,2006,7803324.0,3562901.0,57877.0,59497.0,733104.0,,,,
86,COLORADO,2007,8039146.0,3782300.0,59449.0,58396.0,740291.0,240.20589019999997,286.1927562,223.7326529,251.93688140000003
87,COLORADO,2008,8884786.0,4221868.0,61058.0,58733.0,754458.0,,,,
88,COLORADO,2009,8682489.0,4108304.0,62929.0,59129.0,768178.0,243.13244,287.3729075,225.6966406,259.4494265
89,COLORADO,2010,8914338.0,4232076.0,63819.0,59684.0,778134.0,,,,
90,COLORADO,2011,8676451.0,4204486.0,64560.0,61156.0,787904.0,244.4560971,291.7426729,223.4338436,260.14800519999994
91,COLORADO,2012,8472536.0,4174705.0,65921.0,62260.0,796610.0,,,,
92,COLORADO,2013,8699125.0,4292898.0,66140.0,63820.0,809774.0,246.975708,289.68180010000003,226.6632196,261.9644908
93,COLORADO,2014,9286626.0,4470568.0,66809.0,65116.0,822938.0,,,,
94,COLORADO,2015,9557682.0,4578938.0,68176.0,65957.0,834481.0,241.5635756,285.5391887,224.02322489999997,258.9868426
95,COLORADO,2016,9878524.0,4786838.0,,,,,,,
96,CONNECTICUT,2001,5987680.0,3360042.0,44990.0,43954.0,528322.0,,,,
97,CONNECTICUT,2002,6475918.0,3570517.0,44021.0,44422.0,528799.0,,,,
98,CONNECTICUT,2003,6751815.0,3721466.0,43494.0,45854.0,534893.0,240.61524159999996,283.7298112,228.34061499999999,268.1242349
99,CONNECTICUT,2004,7087023.0,3896977.0,42652.0,45072.0,535504.0,,,,
100,CONNECTICUT,2005,7452057.0,4177845.0,42876.0,44680.0,533853.0,242.1207324,281.06895299999996,225.75301969999998,251.9783912
101,CONNECTICUT,2006,7982143.0,4406855.0,42107.0,44609.0,534266.0,,,,
102,CONNECTICUT,2007,8685421.0,4610572.0,42488.0,43670.0,530737.0,242.75564680000002,282.4727901,227.2036492,258.79845589999996
103,CONNECTICUT,2008,9046750.0,4878853.0,41792.0,43027.0,526514.0,,,,
104,CONNECTICUT,2009,9323053.0,5054397.0,41510.0,42999.0,524102.0,244.71774269999997,288.60851349999996,228.9721167,257.5952755
105,CONNECTICUT,2010,9542108.0,5242817.0,41155.0,42346.0,520876.0,,,,
106,CONNECTICUT,2011,9439182.0,5363942.0,40138.0,42511.0,515597.0,242.4134069,286.99994469999996,227.4273043,259.1409378
107,CONNECTICUT,2012,9791336.0,5485615.0,40895.0,42020.0,511544.0,,,,
108,CONNECTICUT,2013,9758850.0,5562212.0,39810.0,41460.0,507926.0,243.4402974,285.2439723,229.5815994,261.5024557
109,CONNECTICUT,2014,10201500.0,5889381.0,39699.0,41165.0,505024.0,,,,
110,CONNECTICUT,2015,10542667.0,6006275.0,39077.0,40320.0,501292.0,240.15946890000004,283.9566773,228.9475434,268.0732253
111,CONNECTICUT,2016,10826431.0,6110631.0,,,,,,,
112,DELAWARE,2001,1175717.0,613955.0,9065.0,9396.0,107902.0,,,,
113,DELAWARE,2002,1246284.0,645895.0,9007.0,9961.0,108581.0,,,,
114,DELAWARE,2003,1317447.0,673997.0,9097.0,10222.0,109764.0,235.85942450000002,277.15836889999997,223.9288114,253.1725937
115,DELAWARE,2004,1373416.0,709545.0,8872.0,10494.0,110812.0,,,,
116,DELAWARE,2005,1480157.0,761786.0,8896.0,10492.0,112426.0,239.71691239999998,280.95354280000004,225.8384591,258.7212747
117,DELAWARE,2006,1646885.0,817872.0,8982.0,10262.0,113650.0,,,,
118,DELAWARE,2007,1705204.0,825084.0,9085.0,10176.0,113757.0,241.7948949,282.9920827,225.0705423,254.8287924
119,DELAWARE,2008,1746925.0,852701.0,9521.0,9908.0,115972.0,,,,
120,DELAWARE,2009,1798244.0,877678.0,9672.0,9519.0,117264.0,239.49056940000003,283.829473,225.51308680000002,258.04858019999995
121,DELAWARE,2010,1758988.0,901200.0,9797.0,9504.0,119593.0,,,,
122,DELAWARE,2011,1808905.0,964284.0,9691.0,9569.0,118830.0,240.35983240000002,282.7699664,225.1305111,254.93521830000003
123,DELAWARE,2012,1915966.0,1053066.0,10089.0,9716.0,118898.0,,,,
124,DELAWARE,2013,1924626.0,1030897.0,10069.0,9993.0,121199.0,243.1077582,282.33829860000003,225.7716512,271.0090869
125,DELAWARE,2014,1988535.0,1050647.0,10278.0,10035.0,123837.0,,,,
126,DELAWARE,2015,1975093.0,1072395.0,10533.0,10090.0,124807.0,238.67801880000002,279.8102438,223.69869680000002,273.04803039999996
127,DELAWARE,2016,2041952.0,1126775.0,,,,,,,
128,FLORIDA,2001,18389394.0,8412975.0,196952.0,194250.0,2323253.0,,,,
129,FLORIDA,2002,19051049.0,8781232.0,197625.0,201159.0,2356659.0,,,,
130,FLORIDA,2003,20180142.0,9622598.0,178109.0,205443.0,2395642.0,233.72881150000003,271.3714902,218.0144882,255.32011519999998
131,FLORIDA,2004,21896220.0,10411050.0,197293.0,209559.0,2442173.0,,,,
132,FLORIDA,2005,23857012.0,11270907.0,195265.0,208413.0,2471699.0,238.93064959999998,274.0483769,219.4652222,257.69173190000004
133,FLORIDA,2006,26609155.0,12211602.0,199686.0,207213.0,2469450.0,,,,
134,FLORIDA,2007,29849892.0,13476109.0,195859.0,193970.0,2469344.0,242.02025,277.38349730000004,223.53492680000002,251.2877915
135,FLORIDA,2008,31219589.0,14392625.0,198129.0,200736.0,2437592.0,,,,
136,FLORIDA,2009,28867429.0,13884278.0,199322.0,198245.0,2438465.0,241.9449094,279.3352641,225.67340730000004,265.5131199
137,FLORIDA,2010,27267009.0,13869921.0,200682.0,201676.0,2446250.0,,,,
138,FLORIDA,2011,26991946.0,14284224.0,195625.0,200378.0,2464854.0,239.826451,277.8370352,224.52858540000003,274.6813995
139,FLORIDA,2012,25352047.0,13558844.0,195358.0,204116.0,2481673.0,,,,
140,FLORIDA,2013,25245400.0,13833236.0,198411.0,206698.0,2511426.0,241.67580959999998,280.8558396,227.4631766,265.9849815
141,FLORIDA,2014,26523658.0,14542370.0,202424.0,210397.0,2552392.0,,,,
142,FLORIDA,2015,27277049.0,14931173.0,215435.0,206785.0,2592720.0,242.66432090000004,275.323818,227.188969,247.6534449
143,FLORIDA,2016,27945116.0,15212112.0,,,,,,,
144,GEORGIA,2001,11853800.0,6336556.0,116886.0,112145.0,1359461.0,,,,
145,GEORGIA,2002,12690343.0,6894589.0,118053.0,116150.0,1381240.0,,,,
146,GEORGIA,2003,13516783.0,7352918.0,117201.0,120694.0,1403762.0,230.2549768,269.6770092,213.5972193,257.998089
147,GEORGIA,2004,13779680.0,7492703.0,116129.0,122432.0,1430942.0,,,,
148,GEORGIA,2005,14492666.0,7886069.0,119028.0,123678.0,1470064.0,233.63573780000002,272.1915644,214.4309205,250.43105640000002
149,GEORGIA,2006,15839227.0,8583817.0,121155.0,126903.0,1498704.0,,,,
150,GEORGIA,2007,17389530.0,9507096.0,125404.0,124544.0,1519798.0,235.2090171,274.7786646,218.8881713,266.4078816
151,GEORGIA,2008,19172087.0,10289480.0,127285.0,123857.0,1526456.0,,,,
152,GEORGIA,2009,19025136.0,10063924.0,130091.0,124084.0,1536360.0,236.02957290000003,277.5611997,217.8481057,271.8101332
153,GEORGIA,2010,17834488.0,9841382.0,131326.0,123794.0,1545059.0,,,,
154,GEORGIA,2011,17187481.0,9671343.0,128827.0,126785.0,1551644.0,238.3665421,278.48361919999996,220.8107201,265.8394755
155,GEORGIA,2012,17400209.0,9611118.0,128538.0,128432.0,1566495.0,,,,
156,GEORGIA,2013,17317504.0,9555687.0,129329.0,131295.0,1587251.0,240.0472366,279.17911089999996,221.8367125,247.7391537
157,GEORGIA,2014,17668352.0,9635641.0,131377.0,133128.0,1610821.0,,,,
158,GEORGIA,2015,18501103.0,10081483.0,134343.0,131509.0,1628449.0,236.4525193,278.71179680000006,222.0134973,277.19136339999994
159,GEORGIA,2016,19158388.0,10534931.0,,,,,,,
160,HAWAII,2001,1363164.0,732512.0,14886.0,13705.0,170610.0,,,,
161,HAWAII,2002,1436637.0,815123.0,14653.0,13875.0,170355.0,,,,
162,HAWAII,2003,1602392.0,888473.0,14538.0,14543.0,169754.0,226.8346102,265.728581,208.2595675,251.00750040000003
163,HAWAII,2004,1734591.0,943647.0,14289.0,14422.0,169391.0,,,,
164,HAWAII,2005,1765805.0,1007207.0,14127.0,13696.0,168401.0,230.09687540000002,265.62931910000003,209.5787676,264.75810609999996
165,HAWAII,2006,1939968.0,1077351.0,13687.0,13512.0,166602.0,,,,
166,HAWAII,2007,2199604.0,1177781.0,13652.0,13420.0,164659.0,234.286135,268.77201339999993,213.49655499999997,267.0556914
167,HAWAII,2008,2242408.0,1281836.0,13739.0,12665.0,163821.0,,,,
168,HAWAII,2009,2318671.0,1402305.0,14249.0,12967.0,164038.0,235.67978080000003,273.7586067,210.6164187,264.99896609999996
169,HAWAII,2010,2215458.0,1321657.0,13457.0,12567.0,163358.0,,,,
170,HAWAII,2011,2259104.0,1253534.0,14353.0,12783.0,165655.0,238.8219278,277.8362111,213.61457119999997,242.0563682
171,HAWAII,2012,2344733.0,1262938.0,14572.0,12791.0,167040.0,,,,
172,HAWAII,2013,2345917.0,1283872.0,14810.0,13228.0,169053.0,243.30861890000003,281.41292230000005,214.84387990000002,276.9943674
173,HAWAII,2014,2504144.0,1386369.0,15221.0,12587.0,170388.0,,,,
174,HAWAII,2015,2521004.0,1377713.0,15196.0,13129.0,166729.0,237.8958068,279.340145,215.124313,263.3830014
175,HAWAII,2016,2733094.0,1468044.0,,,,,,,
176,IDAHO,2001,1535485.0,853733.0,18974.0,19592.0,228652.0,,,,
177,IDAHO,2002,1666027.0,896815.0,18849.0,19647.0,230639.0,,,,
178,IDAHO,2003,1726941.0,924434.0,18710.0,20091.0,233530.0,234.94376469999997,279.9392668,218.2598855,267.5926409
179,IDAHO,2004,1744954.0,943113.0,18856.0,20299.0,236481.0,,,,
180,IDAHO,2005,1819519.0,989703.0,19860.0,20674.0,241995.0,241.65011569999996,280.9668966,221.8595114,264.01275919999995
181,IDAHO,2006,1903720.0,1027985.0,19989.0,20540.0,246458.0,,,,
182,IDAHO,2007,1960472.0,1069134.0,20658.0,20557.0,250824.0,240.90284350000002,283.5075958,223.40406529999998,264.5448307
183,IDAHO,2008,2001328.0,1124302.0,21450.0,20623.0,253535.0,,,,
184,IDAHO,2009,2078446.0,1157633.0,21337.0,21019.0,254694.0,241.0428023,287.3052151,221.0229244,242.49042430000003
185,IDAHO,2010,2098737.0,1159932.0,21575.0,20588.0,254715.0,,,,
186,IDAHO,2011,1960818.0,1104553.0,21835.0,21172.0,257972.0,240.32883250000003,286.6750633,220.8297706,272.34996
187,IDAHO,2012,1911706.0,1073312.0,21884.0,21670.0,262425.0,,,,
188,IDAHO,2013,1967676.0,1113400.0,22803.0,21991.0,273080.0,240.72201980000003,286.4138816,219.30298599999998,265.8282971
189,IDAHO,2014,2012852.0,1108768.0,22799.0,22407.0,269183.0,,,,
190,IDAHO,2015,2029520.0,1130814.0,22812.0,22350.0,271203.0,238.7996247,283.7423253,221.6900662,262.26860530000005
191,IDAHO,2016,2100980.0,1171313.0,,,,,,,
192,ILLINOIS,2001,19337580.0,9317202.0,159038.0,151737.0,1918427.0,,,,
193,ILLINOIS,2002,20563001.0,9904454.0,157570.0,156451.0,1932882.0,,,,
194,ILLINOIS,2003,21278177.0,10409933.0,160246.0,160271.0,1950197.0,232.8567753,277.160081,216.30428799999999,267.21807540000003
195,ILLINOIS,2004,21681903.0,10829189.0,158622.0,162192.0,1951248.0,,,,
196,ILLINOIS,2005,22035569.0,11063949.0,154372.0,160911.0,1963519.0,233.06749399999998,277.6722389,216.48972,266.00936540000004
197,ILLINOIS,2006,22622323.0,11327481.0,153480.0,159038.0,1970836.0,,,,
198,ILLINOIS,2007,23401917.0,11692204.0,152895.0,161310.0,1967050.0,237.28704130000003,280.497096,219.3868114,240.7936248
199,ILLINOIS,2008,25696866.0,12676038.0,152951.0,159272.0,1972738.0,,,,
200,ILLINOIS,2009,27716187.0,13520105.0,154405.0,155003.0,1956078.0,238.2856688,282.431417,219.16577999999998,272.4593163
201,ILLINOIS,2010,28560306.0,14668228.0,153781.0,154293.0,1945429.0,,,,
202,ILLINOIS,2011,28525858.0,14636402.0,151870.0,153828.0,1937608.0,238.8368789,283.2281347,219.3574983,262.1213748
203,ILLINOIS,2012,29067543.0,14896596.0,151409.0,152505.0,1925565.0,,,,
204,ILLINOIS,2013,29517831.0,15285224.0,152779.0,154578.0,1921873.0,239.000204,284.8976472,218.54018390000002,264.61571349999997
205,ILLINOIS,2014,31080869.0,16323537.0,149399.0,153054.0,1910510.0,,,,
206,ILLINOIS,2015,32410033.0,17313173.0,149373.0,150193.0,1905851.0,237.30781380000002,281.9685673,222.02226769999996,257.3504398
207,ILLINOIS,2016,33037244.0,17804976.0,,,,,,,
208,INDIANA,2001,8991877.0,4364661.0,79008.0,76999.0,919081.0,,,,
209,INDIANA,2002,9353054.0,4586033.0,78909.0,79338.0,929556.0,,,,
210,INDIANA,2003,9777720.0,4785880.0,77484.0,81494.0,937134.0,237.9682799,281.2209398,220.40649109999998,264.5320515
211,INDIANA,2004,10312694.0,5005025.0,78079.0,82728.0,948206.0,,,,
212,INDIANA,2005,11071431.0,5343758.0,79078.0,82021.0,959555.0,240.06909879999998,281.7149455,218.0725333,238.20309300000002
213,INDIANA,2006,11260755.0,5348450.0,78177.0,82067.0,966795.0,,,,
214,INDIANA,2007,11462062.0,5511104.0,78204.0,80850.0,971319.0,245.144255,285.00721089999996,221.6730923,272.69255289999995
215,INDIANA,2008,10865851.0,5504992.0,78842.0,80874.0,969839.0,,,,
216,INDIANA,2009,11218398.0,5548292.0,79992.0,80983.0,968437.0,242.61680959999998,286.8099779,222.6594808,264.3620409
217,INDIANA,2010,11502534.0,5746633.0,82387.0,79790.0,970467.0,,,,
218,INDIANA,2011,11113533.0,5609296.0,78627.0,79586.0,962599.0,243.836876,285.00291610000005,220.73134269999997,262.3586434
219,INDIANA,2012,11351906.0,5659432.0,75678.0,79908.0,960688.0,,,,
220,INDIANA,2013,11211155.0,5535933.0,77584.0,80754.0,965699.0,248.5967774,287.7676538,225.33234080000003,259.96056949999996
221,INDIANA,2014,11136045.0,5513142.0,75552.0,82669.0,966179.0,,,,
222,INDIANA,2015,11378564.0,5537406.0,77751.0,79198.0,968731.0,247.6521836,287.17520110000004,227.27889130000003,268.5534796
223,INDIANA,2016,11535287.0,5730602.0,,,,,,,
224,IOWA,2001,4211493.0,1994331.0,36106.0,37115.0,446874.0,,,,
225,IOWA,2002,4418238.0,2109878.0,34803.0,37281.0,439782.0,,,,
226,IOWA,2003,4517990.0,2157225.0,34290.0,38428.0,442301.0,238.47669449999998,283.95334469999995,223.27112979999998,238.7007333
227,IOWA,2004,4443289.0,2256107.0,33743.0,38097.0,441606.0,,,,
228,IOWA,2005,4599549.0,2323233.0,34160.0,38145.0,446047.0,239.88080180000003,283.8109288,220.8094002,270.5087409
229,IOWA,2006,4930613.0,2425326.0,34245.0,37031.0,445530.0,,,,
230,IOWA,2007,5198975.0,2557629.0,34590.0,36040.0,447296.0,242.81958930000002,285.2269031,224.8947954,259.7907207
231,IOWA,2008,5495756.0,2737356.0,35031.0,35324.0,449037.0,,,,
232,IOWA,2009,5732186.0,2914176.0,35225.0,35239.0,452886.0,242.595644,284.17017860000004,221.4222981,260.2445245
233,IOWA,2010,5941449.0,2970150.0,35071.0,35263.0,456469.0,,,,
234,IOWA,2011,6057294.0,2995991.0,34951.0,35498.0,455683.0,242.60487290000003,284.92083610000003,220.70744700000003,257.18801040000005
235,IOWA,2012,6256926.0,3072424.0,35492.0,35694.0,458444.0,,,,
236,IOWA,2013,6318241.0,3174989.0,35617.0,36238.0,461724.0,245.7935055,285.0701378,223.8158046,270.22416860000004
237,IOWA,2014,6541553.0,3266694.0,36072.0,35827.0,465388.0,,,,
238,IOWA,2015,6772654.0,3383909.0,37030.0,35965.0,468796.0,243.3399119,286.41622,223.6293988,266.80672830000003
239,IOWA,2016,6972412.0,3447707.0,,,,,,,
240,KANSAS,2001,3491029.0,1721113.0,34932.0,36120.0,425728.0,,,,
241,KANSAS,2002,3690815.0,1958937.0,34146.0,35972.0,424993.0,,,,
242,KANSAS,2003,3818740.0,2068389.0,33799.0,36602.0,421943.0,241.74736580000004,284.1910881,220.14322969999998,271.7909687
243,KANSAS,2004,3982036.0,2132173.0,33503.0,35915.0,420159.0,,,,
244,KANSAS,2005,4076597.0,2174402.0,33229.0,35772.0,417181.0,245.78204649999998,284.0300535,220.4687493,255.77997000000002
245,KANSAS,2006,4439000.0,2378494.0,33101.0,34810.0,429900.0,,,,
246,KANSAS,2007,4823931.0,2602503.0,34383.0,34572.0,430620.0,247.9236542,290.0325998,224.6583622,258.7049928
247,KANSAS,2008,5122049.0,2770019.0,34965.0,34366.0,431612.0,,,,
248,KANSAS,2009,5827751.0,2883104.0,35782.0,34596.0,433596.0,245.30865359999999,288.59640299999995,223.9242133,254.7389799
249,KANSAS,2010,5979429.0,2837948.0,35991.0,34220.0,442073.0,,,,
250,KANSAS,2011,5662146.0,2839803.0,35608.0,35291.0,442920.0,246.2553348,289.6192827,223.5650912,268.0146716
251,KANSAS,2012,5615714.0,2935226.0,36167.0,35447.0,445127.0,,,,
252,KANSAS,2013,5621023.0,2969201.0,36435.0,36457.0,451692.0,246.1857019,289.51825610000003,223.3863688,266.898721
253,KANSAS,2014,5957954.0,3033016.0,36435.0,36140.0,453658.0,,,,
254,KANSAS,2015,6175724.0,3051755.0,36928.0,35694.0,453928.0,241.0672085,283.8710963,221.0898804,268.2534677
255,KANSAS,2016,6134836.0,3006786.0,,,,,,,
256,KENTUCKY,2001,4350588.0,2467964.0,49288.0,47019.0,602920.0,,,,
257,KENTUCKY,2002,4541670.0,2598897.0,48636.0,48934.0,608653.0,,,,
258,KENTUCKY,2003,4700494.0,2688476.0,47890.0,50186.0,609861.0,228.72634330000002,274.2784722,219.0444173,257.30131980000004
259,KENTUCKY,2004,5259909.0,2723672.0,47872.0,51172.0,620284.0,,,,
260,KENTUCKY,2005,5750671.0,2864633.0,47639.0,50701.0,624506.0,231.4923054,273.9830272,219.9268179,256.8723815
261,KENTUCKY,2006,6112978.0,3082253.0,47975.0,50323.0,628019.0,,,,
262,KENTUCKY,2007,6351636.0,3184235.0,49250.0,49723.0,615972.0,235.0879202,278.70474989999997,222.4323142,251.33081069999997
263,KENTUCKY,2008,6793215.0,3422359.0,49875.0,49668.0,619126.0,,,,
264,KENTUCKY,2009,6831006.0,3468191.0,51027.0,49298.0,628441.0,238.83590230000001,279.28421610000004,225.6062424,264.83718500000003
