,STATE,YEAR,TOTAL_JAIL_ADM,ASIAN_JAIL_POP,BLACK_JAIL_POP,LATINO_JAIL_POP,NATIVE_JAIL_POP,WHITE_JAIL_POP,ASIAN_PRISON_POP,BLACK_PRISON_POP,LATINO_PRISON_POP,NATIVE_PRISON_POP,OTHER_PRISON_POP,WHITE_PRISON_POP
0,ALABAMA,2001,179700.0,0.16439415917222705,52.60613093511266,1.7213035489797892,0.13538342520065758,40.85678367662702,0.0,63.212847644910575,0.0,0.0,0.3043356119486843,36.482816743140745
1,ALABAMA,2002,221681.0,0.2971216341689879,51.764159702878366,2.2934076137418753,0.12999071494893222,44.113277623026924,0.0,62.22922585227273,0.0,0.0,0.22194602272727273,37.548828125
2,ALABAMA,2003,158972.0,0.2244165170556553,41.30385996409336,5.262567324955117,0.11220825852782765,48.41786355475763,0.0,53.03493159782175,0.0,0.0,0.21251162172931334,46.75255678044893
3,ALABAMA,2004,197394.0,0.29768014781359065,42.527201806610556,4.034079244508314,0.1642373229316362,47.20796551016219,0.0,54.82269503546099,0.0,0.0,0.1536643026004728,45.023640661938536
4,ALABAMA,2005,194139.0,0.2781241008919152,42.47626354656181,3.462165531792462,0.14385729356478374,48.28809820657907,0.0,53.184792000987535,0.0,0.0,0.16664609307492903,46.64856190593754
5,ALABAMA,2006,175578.0,0.2813621810420103,42.98049869021054,5.792180071795867,0.1649364509556612,48.132337246531485,0.0,54.10779696493982,0.0,0.0,0.15117157974300832,45.74103145531717
6,ALABAMA,2007,222003.0,0.32723611344185266,46.36684007383789,6.225876824970633,0.18459473065950663,45.351569055210604,0.0,59.88122588755472,0.0,0.0,0.11704018379643677,40.00173392864884
7,ALABAMA,2008,232316.0,0.3163530175210902,46.37410772225827,3.9179104477611943,0.17845554834523036,46.633679428942244,0.0,60.43044971107947,0.0,0.0,0.10049409597186167,39.46905619294866
8,ALABAMA,2009,221134.0,0.31780546959939787,46.30760224136489,4.808898553148784,0.18399264029438822,46.784310445763985,0.0,59.81250770938695,0.0,0.0,0.0945684799144772,40.09292381069857
9,ALABAMA,2010,222290.0,0.3153808830664726,44.77599870612971,3.226589034449297,0.1779071648067281,46.36907650008087,0.0,58.95221646516984,0.0,0.0,0.1233654083395016,40.924418126490664
10,ALABAMA,2011,281440.0,0.32719836400818,44.670756646216766,3.075664621676892,0.18813905930470348,47.55010224948875,0.0,57.96935648621042,0.0,0.0,0.15526046986721145,41.87538304392237
11,ALABAMA,2012,239664.0,0.23196089802004805,38.56349929583299,3.272305525639964,0.1988236268743269,45.77914008781377,0.0,57.32951054679501,0.0,0.0,0.20479213598197826,42.46569731722302
12,ALABAMA,2013,216079.0,0.11984121039622501,43.637180735525426,3.9847202456744815,0.18725189124410158,44.22889671185679,0.0,57.330343051748486,0.0,0.0,0.2782623141456932,42.39139463410582
13,ALABAMA,2014,174348.0,0.2191873208565166,42.126117012308214,4.164559096273815,0.2191873208565166,51.070645759568364,0.0,57.07450741594538,0.0,0.0,0.374059414553521,42.55143316950111
14,ALABAMA,2015,165239.0,0.1886622944928578,41.58656005749708,4.330248854550354,0.23358188841972868,49.420537238343364,0.0,56.36843046120844,0.0,0.0,0.4558455488022882,43.17572398998927
15,ARIZONA,2001,186845.0,0.45662100456621,12.25773718924404,35.74835109081684,4.667681380010147,47.29578893962456,0.19887151974840442,15.863472389233188,37.175099435759876,4.680418092683378,1.5215983720284896,40.56054019054667
16,ARIZONA,2002,190452.0,0.48321911790546473,11.535758214725005,35.38042523282376,5.1484800562291335,47.6629766297663,0.19071310116086237,14.796849087893865,36.70398009950249,4.411276948590381,1.48424543946932,42.41293532338308
