,STATE,YEAR,PRISONER_COUNT,STATE_POPULATION,VIOLENT_CRIME_TOTAL,PROPERTY_CRIME_TOTAL
438,NEW JERSEY,2009,24115,8707739.0,27113.0,180752.0
439,NEW MEXICO,2009,6584,2009671.0,12709.0,74639.0
440,NEW YORK,2009,58479,19541453.0,75110.0,377537.0
441,NORTH CAROLINA,2009,40133,9380884.0,37946.0,343707.0
442,NORTH DAKOTA,2009,1436,646844.0,1723.0,12813.0
443,OHIO,2009,50783,11542645.0,38305.0,376446.0
444,OKLAHOMA,2009,24053,3687050.0,18560.0,132350.0
445,OREGON,2009,13735,3825657.0,9968.0,114780.0
446,PENNSYLVANIA,2009,50485,12604767.0,48188.0,277182.0
447,RHODE ISLAND,2009,3413,1053209.0,2678.0,27558.0
448,SOUTH CAROLINA,2009,23685,4561242.0,30799.0,178310.0
449,SOUTH DAKOTA,2009,3390,812383.0,1777.0,14378.0
450,TENNESSEE,2009,19932,6296254.0,41933.0,237157.0
451,TEXAS,2009,158542,24782302.0,121684.0,995082.0
452,UTAH,2009,5244,2784572.0,5998.0,91751.0
453,VERMONT,2009,2220,621760.0,837.0,15010.0
454,VIRGINIA,2009,30995,7882590.0,18195.0,194020.0
455,WASHINGTON,2009,17255,6664195.0,22412.0,245215.0
456,WEST VIRGINIA,2009,5062,1819777.0,5554.0,46215.0
457,WISCONSIN,2009,22262,5654774.0,14650.0,147692.0
458,WYOMING,2009,1743,544270.0,1196.0,14243.0
460,ALABAMA,2010,27345,4785401.0,18363.0,168828.0
461,ALASKA,2010,5369,714146.0,4537.0,20259.0
462,ARIZONA,2010,40130,6413158.0,26528.0,226802.0
463,ARKANSAS,2010,14192,2921588.0,14711.0,103820.0
464,CALIFORNIA,2010,162821,37338198.0,164133.0,981939.0
465,COLORADO,2010,22752,5047692.0,16339.0,135001.0
466,CONNECTICUT,2010,18629,3575498.0,10083.0,78259.0
467,DELAWARE,2010,6378,899792.0,5608.0,31078.0
468,FLORIDA,2010,102070,18838613.0,101969.0,669035.0
469,GEORGIA,2010,52794,9712157.0,39068.0,353449.0
470,HAWAII,2010,5294,1363359.0,3603.0,45667.0
471,IDAHO,2010,7235,1571102.0,3464.0,31436.0
472,ILLINOIS,2010,48418,12841980.0,57132.0,349064.0
473,INDIANA,2010,27273,6490622.0,20983.0,199274.0
474,IOWA,2010,9457,3050202.0,8191.0,68740.0
475,KANSAS,2010,9055,2859143.0,10602.0,89109.0
476,KENTUCKY,2010,14501,4347223.0,10604.0,111170.0
477,LOUISIANA,2010,19008,4545343.0,25241.0,165667.0
478,MAINE,2010,1954,1327379.0,1621.0,32900.0
479,MARYLAND,2010,22856,5785681.0,31607.0,173309.0
480,MASSACHUSETTS,2010,11162,6555466.0,30737.0,154496.0
481,MICHIGAN,2010,44113,9877143.0,48693.0,271501.0
482,MINNESOTA,2010,9397,5310658.0,12515.0,136431.0
483,MISSISSIPPI,2010,16454,2970072.0,7999.0,88596.0
484,MISSOURI,2010,30577,5995715.0,27440.0,200858.0
485,MONTANA,2010,3137,990958.0,2733.0,25409.0
486,NEBRASKA,2010,4608,1830141.0,5093.0,48827.0
487,NEVADA,2010,12192,2704283.0,17929.0,75004.0
488,NEW HAMPSHIRE,2010,2617,1316807.0,2204.0,29230.0
489,NEW JERSEY,2010,24488,8799593.0,27055.0,183042.0
490,NEW MEXICO,2010,6659,2065913.0,12147.0,70776.0
491,NEW YORK,2010,56420,19395206.0,76492.0,379710.0
492,NORTH CAROLINA,2010,40375,9560234.0,34679.0,329202.0
493,NORTH DAKOTA,2010,1416,674629.0,1548.0,12010.0
494,OHIO,2010,51709,11537968.0,36306.0,376836.0
495,OKLAHOMA,2010,24147,3760184.0,18100.0,129464.0
496,OREGON,2010,13859,3838332.0,9648.0,116657.0
497,PENNSYLVANIA,2010,48087,12717722.0,46612.0,276366.0
498,RHODE ISLAND,2010,3159,1052528.0,2709.0,26959.0
499,SOUTH CAROLINA,2010,23009,4637106.0,27923.0,181098.0
500,SOUTH DAKOTA,2010,3393,816598.0,2196.0,15188.0
501,TENNESSEE,2010,20037,6357436.0,38909.0,232855.0
502,TEXAS,2010,160242,25253466.0,113231.0,951246.0
503,UTAH,2010,5442,2775479.0,5925.0,88316.0
504,VERMONT,2010,2079,625909.0,820.0,14160.0
505,VIRGINIA,2010,31911,8023953.0,17184.0,187403.0
506,WASHINGTON,2010,17028,6742950.0,21138.0,249426.0
507,WEST VIRGINIA,2010,5072,1854368.0,5586.0,41301.0
508,WISCONSIN,2010,22033,5691659.0,14167.0,142781.0
509,WYOMING,2010,2092,564554.0,1117.0,13869.0
511,ALABAMA,2011,26813,4803689.0,20166.0,173192.0
512,ALASKA,2011,6216,723860.0,4416.0,19094.0
513,ARIZONA,2011,39949,6467315.0,26789.0,229896.0
514,ARKANSAS,2011,14090,2938582.0,14173.0,110430.0
515,CALIFORNIA,2011,147578,37683933.0,154943.0,973822.0
516,COLORADO,2011,21862,5116302.0,16085.0,132781.0
517,CONNECTICUT,2011,17877,3586717.0,9889.0,77205.0
518,DELAWARE,2011,6546,908137.0,5144.0,31163.0
519,FLORIDA,2011,100861,19082262.0,98198.0,671200.0
520,GEORGIA,2011,52844,9812460.0,36762.0,357235.0
521,HAWAII,2011,5454,1378129.0,3465.0,43874.0
522,IDAHO,2011,7470,1583744.0,3202.0,32875.0
523,ILLINOIS,2011,48427,12859752.0,54523.0,344468.0
524,INDIANA,2011,27402,6516353.0,21619.0,206016.0
525,IOWA,2011,9115,3064097.0,7883.0,72043.0
526,KANSAS,2011,9330,2870386.0,10209.0,88655.0
527,KENTUCKY,2011,14001,4366814.0,10465.0,119037.0
528,LOUISIANA,2011,18844,4574766.0,25373.0,168529.0
529,MAINE,2011,1978,1328544.0,1638.0,33829.0
530,MARYLAND,2011,23001,5839572.0,28817.0,166846.0
531,MASSACHUSETTS,2011,11467,6607003.0,28232.0,148829.0
532,MICHIGAN,2011,42904,9876801.0,43731.0,251329.0
533,MINNESOTA,2011,9309,5347299.0,12323.0,136183.0
534,MISSISSIPPI,2011,15390,2977457.0,8009.0,89809.0
535,MISSOURI,2011,30969,6008984.0,26888.0,199085.0
536,MONTANA,2011,3125,997667.0,2755.0,23885.0
537,NEBRASKA,2011,4657,1842234.0,4672.0,50894.0
538,NEVADA,2011,12159,2720028.0,15452.0,70075.0
539,NEW HAMPSHIRE,2011,2423,1317807.0,2864.0,32756.0
540,NEW JERSEY,2011,23642,8834773.0,27203.0,189719.0
541,NEW MEXICO,2011,6687,2078674.0,11904.0,73549.0
542,NEW YORK,2011,55196,19501616.0,77463.0,371837.0
543,NORTH CAROLINA,2011,39662,9651103.0,33421.0,337806.0
544,NORTH DAKOTA,2011,1385,684740.0,1699.0,13334.0
545,OHIO,2011,50961,11541007.0,35218.0,380572.0
546,OKLAHOMA,2011,23750,3784163.0,17311.0,127618.0
547,OREGON,2011,13728,3868229.0,9643.0,121869.0
548,PENNSYLVANIA,2011,49710,12743948.0,46189.0,283442.0
549,RHODE ISLAND,2011,3032,1050646.0,2586.0,27976.0
550,SOUTH CAROLINA,2011,22363,4673348.0,27894.0,183243.0
551,SOUTH DAKOTA,2011,3562,823593.0,2105.0,15299.0
552,TENNESSEE,2011,19831,6399787.0,38895.0,230900.0
553,TEXAS,2011,159956,25631778.0,104734.0,892810.0
554,UTAH,2011,5294,2814347.0,5547.0,84084.0
555,VERMONT,2011,2053,626592.0,925.0,15086.0
556,VIRGINIA,2011,30531,8104384.0,16014.0,182902.0
557,WASHINGTON,2011,17109,6823267.0,20152.0,244209.0
558,WEST VIRGINIA,2011,5149,1854908.0,5497.0,39009.0
559,WISCONSIN,2011,22388,5709843.0,14268.0,139912.0
560,WYOMING,2011,2162,567356.0,1245.0,12878.0
562,ALABAMA,2012,26768,4817528.0,21693.0,168878.0
563,ALASKA,2012,6308,730307.0,4412.0,20037.0
564,ARIZONA,2012,40013,6551149.0,28077.0,231701.0
565,ARKANSAS,2012,14043,2949828.0,13851.0,109389.0
566,CALIFORNIA,2012,132935,37999878.0,160944.0,1049465.0
567,COLORADO,2012,20328,5189458.0,15951.0,139355.0
568,CONNECTICUT,2012,17164,3591765.0,10183.0,77169.0
569,DELAWARE,2012,6730,917053.0,5048.0,30707.0
570,FLORIDA,2012,99835,19320749.0,94087.0,632988.0
571,GEORGIA,2012,55178,9915646.0,37675.0,339473.0
572,HAWAII,2012,5297,1390090.0,3378.0,43419.0
573,IDAHO,2012,7715,1595590.0,3348.0,31825.0
574,ILLINOIS,2012,49348,12868192.0,53556.0,332706.0
575,INDIANA,2012,28034,6537782.0,22544.0,197994.0
576,IOWA,2012,8735,3075039.0,8167.0,70357.0
577,KANSAS,2012,9505,2885398.0,10292.0,91066.0
578,KENTUCKY,2012,12998,4379730.0,9852.0,112800.0
579,LOUISIANA,2012,18601,4602134.0,22839.0,162673.0
580,MAINE,2012,1977,1328501.0,1626.0,33398.0
581,MARYLAND,2012,21810,5884868.0,28086.0,162309.0
582,MASSACHUSETTS,2012,11127,6645303.0,27047.0,143325.0
583,MICHIGAN,2012,43594,9882519.0,44962.0,249249.0
584,MINNESOTA,2012,9421,5379646.0,12419.0,138152.0
585,MISSISSIPPI,2012,15791,2986450.0,7769.0,83933.0
586,MISSOURI,2012,31205,6024522.0,27189.0,199813.0
587,MONTANA,2012,3095,1005494.0,2803.0,26102.0
588,NEBRASKA,2012,4721,1855350.0,4802.0,51203.0
589,NEVADA,2012,12594,2754354.0,16763.0,77510.0
590,NEW HAMPSHIRE,2012,2568,1321617.0,2841.0,32074.0
591,NEW JERSEY,2012,23050,8867749.0,25727.0,181481.0
592,NEW MEXICO,2012,6640,2083540.0,11660.0,75094.0
593,NEW YORK,2012,54058,19576125.0,79535.0,375268.0
594,NORTH CAROLINA,2012,37378,9748364.0,34464.0,328594.0
595,NORTH DAKOTA,2012,1413,701345.0,1723.0,14297.0
596,OHIO,2012,50872,11553031.0,34827.0,370435.0
597,OKLAHOMA,2012,24370,3815780.0,18102.0,130969.0
598,OREGON,2012,14123,3899801.0,9638.0,126417.0
599,PENNSYLVANIA,2012,50228,12764475.0,45384.0,276562.0
600,RHODE ISLAND,2012,3042,1050304.0,2657.0,27039.0
601,SOUTH CAROLINA,2012,21867,4723417.0,26474.0,181049.0
602,SOUTH DAKOTA,2012,3596,834047.0,2701.0,17326.0
603,TENNESSEE,2012,19817,6454914.0,41213.0,217925.0
604,TEXAS,2012,155195,26060796.0,106475.0,876459.0
605,UTAH,2012,5309,2854871.0,5939.0,86284.0
606,VERMONT,2012,2034,625953.0,891.0,15653.0
607,VIRGINIA,2012,29708,8186628.0,15676.0,178434.0
608,WASHINGTON,2012,16919,6895318.0,20553.0,254377.0
609,WEST VIRGINIA,2012,5335,1856680.0,5943.0,44500.0
610,WISCONSIN,2012,22419,5724554.0,16254.0,140780.0
611,WYOMING,2012,2187,576626.0,1161.0,13222.0
613,ALABAMA,2013,26825,4833996.0,20834.0,161835.0
614,ALASKA,2013,5081,737259.0,4709.0,21211.0
615,ARIZONA,2013,41031,6634997.0,27576.0,223294.0
616,ARKANSAS,2013,14295,2958765.0,13705.0,106477.0
617,CALIFORNIA,2013,134339,38431393.0,154739.0,1018907.0
618,COLORADO,2013,20184,5272086.0,16099.0,139974.0
619,CONNECTICUT,2013,17319,3599341.0,9439.0,71274.0
620,DELAWARE,2013,6798,925240.0,4633.0,29001.0
621,FLORIDA,2013,100940,19600311.0,91993.0,607170.0
622,GEORGIA,2013,53701,9994759.0,37519.0,339808.0
623,HAWAII,2013,5173,1408987.0,3585.0,45266.0
624,IDAHO,2013,7219,1612843.0,3471.0,30230.0
625,ILLINOIS,2013,48653,12890552.0,51956.0,296048.0
626,INDIANA,2013,28495,6570713.0,23627.0,187472.0
627,IOWA,2013,8707,3092341.0,8443.0,67976.0
628,KANSAS,2013,9610,2895801.0,9928.0,85704.0
629,KENTUCKY,2013,12141,4399583.0,9280.0,104448.0
630,LOUISIANA,2013,18794,4629284.0,24127.0,165679.0
631,MAINE,2013,2073,1328702.0,1761.0,30454.0
632,MARYLAND,2013,21705,5938737.0,28235.0,157918.0
633,MASSACHUSETTS,2013,10622,6708874.0,27264.0,137274.0
634,MICHIGAN,2013,43704,9898193.0,44757.0,230135.0
635,MINNESOTA,2013,9391,5422060.0,12710.0,131193.0
636,MISSISSIPPI,2013,15591,2992206.0,8303.0,81548.0
637,MISSOURI,2013,31499,6044917.0,26216.0,189655.0
638,MONTANA,2013,3125,1014864.0,2924.0,26195.0
639,NEBRASKA,2013,5012,1868969.0,4949.0,49197.0
640,NEVADA,2013,12789,2791494.0,16888.0,79177.0
641,NEW HAMPSHIRE,2013,2623,1322616.0,2952.0,29278.0
642,NEW JERSEY,2013,22263,8911502.0,25748.0,167634.0
643,NEW MEXICO,2013,6767,2086895.0,12990.0,78958.0
644,NEW YORK,2013,53312,19695680.0,77563.0,358603.0
645,NORTH CAROLINA,2013,37176,9848917.0,33587.0,305631.0
646,NORTH DAKOTA,2013,1576,723857.0,1979.0,15356.0
647,OHIO,2013,51711,11572005.0,33722.0,338414.0
648,OKLAHOMA,2013,25364,3853118.0,17187.0,126418.0
649,OREGON,2013,14605,3928068.0,9536.0,125083.0
650,PENNSYLVANIA,2013,49971,12781296.0,42825.0,263176.0
651,RHODE ISLAND,2013,3168,1053354.0,2710.0,25741.0
652,SOUTH CAROLINA,2013,21534,4771929.0,24263.0,173261.0
653,SOUTH DAKOTA,2013,3612,845510.0,2733.0,16274.0
654,TENNESSEE,2013,20758,6497269.0,38063.0,207683.0
655,TEXAS,2013,155377,26505637.0,108757.0,862289.0
656,UTAH,2013,5382,2902787.0,6644.0,88334.0
657,VERMONT,2013,2078,626855.0,775.0,13882.0
658,VIRGINIA,2013,29985,8270345.0,16355.0,171558.0
659,WASHINGTON,2013,17760,6973742.0,20223.0,259139.0
660,WEST VIRGINIA,2013,5708,1853595.0,5657.0,39929.0
661,WISCONSIN,2013,22443,5742953.0,16118.0,125694.0
662,WYOMING,2013,2288,583223.0,1212.0,12809.0
664,ALABAMA,2014,26145,4849377.0,20727.0,154094.0
665,ALASKA,2014,6323,736732.0,4684.0,20334.0
666,ARIZONA,2014,42136,6731484.0,26916.0,215240.0
667,ARKANSAS,2014,15250,2966369.0,14243.0,99018.0
668,CALIFORNIA,2014,134430,38802500.0,153709.0,947192.0
669,COLORADO,2014,20469,5355866.0,16554.0,135510.0
670,CONNECTICUT,2014,16814,3596677.0,8522.0,69070.0
671,DELAWARE,2014,6730,935614.0,4576.0,27900.0
672,FLORIDA,2014,100873,19893297.0,107521.0,679446.0
673,GEORGIA,2014,52719,10097343.0,38097.0,331316.0
674,HAWAII,2014,5390,1419561.0,3680.0,43297.0
675,IDAHO,2014,7497,1634464.0,3468.0,30316.0
676,ILLINOIS,2014,48278,12880580.0,47663.0,267385.0
677,INDIANA,2014,32493,6596855.0,24099.0,174776.0
678,IOWA,2014,8845,3107126.0,8497.0,65056.0
679,KANSAS,2014,9539,2904021.0,10123.0,79431.0
680,KENTUCKY,2014,12114,4413457.0,9340.0,99166.0
681,LOUISIANA,2014,18710,4649676.0,23934.0,160824.0
682,MAINE,2014,2199,1330089.0,1700.0,26421.0
683,MARYLAND,2014,21266,5976407.0,26661.0,149859.0
684,MASSACHUSETTS,2014,10447,6745408.0,26399.0,125267.0
685,MICHIGAN,2014,43359,9909877.0,42348.0,202547.0
686,MINNESOTA,2014,9576,5457173.0,12505.0,125377.0
687,MISSISSIPPI,2014,13069,2994079.0,8338.0,87462.0
688,MISSOURI,2014,31903,6063589.0,26856.0,176237.0
689,MONTANA,2014,3119,1023579.0,3313.0,25312.0
690,NEBRASKA,2014,5228,1881503.0,5275.0,47479.0
691,NEVADA,2014,12693,2839099.0,18045.0,74538.0
692,NEW HAMPSHIRE,2014,2723,1326813.0,2602.0,26041.0
693,NEW JERSEY,2014,21394,8938175.0,23346.0,154993.0
694,NEW MEXICO,2014,6948,2085572.0,12459.0,73877.0
695,NEW YORK,2014,52362,19746227.0,75398.0,339282.0
696,NORTH CAROLINA,2014,37348,9943964.0,32767.0,285697.0
697,NORTH DAKOTA,2014,1696,739482.0,1960.0,15605.0
698,OHIO,2014,51521,11594163.0,33030.0,324528.0
699,OKLAHOMA,2014,26493,3878051.0,15744.0,115982.0
700,OREGON,2014,14492,3970239.0,9224.0,114305.0
701,PENNSYLVANIA,2014,49174,12787209.0,40164.0,247016.0
702,RHODE ISLAND,2014,3133,1055173.0,2313.0,22935.0
703,SOUTH CAROLINA,2014,20948,4832482.0,24052.0,167217.0
704,SOUTH DAKOTA,2014,3507,853175.0,2786.0,15902.0
705,TENNESSEE,2014,20815,6549352.0,39848.0,200447.0
706,TEXAS,2014,154247,26956958.0,109414.0,813934.0
707,UTAH,2014,5307,2942902.0,6346.0,84711.0
708,VERMONT,2014,1979,626562.0,622.0,9551.0
709,VIRGINIA,2014,30050,8326289.0,16340.0,160720.0
710,WASHINGTON,2014,17180,7061530.0,20136.0,261706.0
711,WEST VIRGINIA,2014,5867,1850326.0,5588.0,37648.0
712,WISCONSIN,2014,22572,5757564.0,16714.0,120238.0
713,WYOMING,2014,2369,584153.0,1142.0,11477.0
715,ALABAMA,2015,25212,4858979.0,22952.0,144746.0
716,ALASKA,2015,5247,738432.0,5392.0,20806.0
717,ARIZONA,2015,42204,6828065.0,28012.0,207107.0
718,ARKANSAS,2015,15784,2978204.0,15526.0,96836.0
719,CALIFORNIA,2015,127815,39144818.0,166883.0,1024914.0
720,COLORADO,2015,19959,5456574.0,17515.0,144136.0
721,CONNECTICUT,2015,16024,3590886.0,7845.0,65066.0
722,DELAWARE,2015,6437,945934.0,4720.0,25455.0
723,FLORIDA,2015,99485,20271272.0,93626.0,570270.0
724,GEORGIA,2015,52002,10214860.0,38643.0,308723.0
725,HAWAII,2015,5413,1431603.0,4201.0,54346.0
726,IDAHO,2015,7238,1654930.0,3568.0,28858.0
727,ILLINOIS,2015,46240,12859995.0,49354.0,255729.0
728,INDIANA,2015,26586,6619680.0,25653.0,171847.0
729,IOWA,2015,8864,3123899.0,8936.0,63957.0
730,KANSAS,2015,9533,2911641.0,11353.0,79199.0
731,KENTUCKY,2015,11959,4425092.0,9676.0,96362.0
732,LOUISIANA,2015,18447,4670724.0,25208.0,156629.0
733,MAINE,2015,2190,1329328.0,1729.0,24327.0
734,MARYLAND,2015,20951,6006401.0,27462.0,139048.0
735,MASSACHUSETTS,2015,9493,6794422.0,26562.0,114871.0
736,MICHIGAN,2015,42628,9922576.0,41231.0,187101.0
737,MINNESOTA,2015,9578,5489594.0,13319.0,121984.0
738,MISSISSIPPI,2015,13967,2992333.0,8254.0,84790.0
739,MISSOURI,2015,32295,6083672.0,30261.0,173642.0
740,MONTANA,2015,3176,1032949.0,3611.0,27100.0
741,NEBRASKA,2015,5133,1896190.0,5212.0,42495.0
742,NEVADA,2015,13235,2890845.0,20118.0,77137.0
743,NEW HAMPSHIRE,2015,2661,1330608.0,2652.0,23229.0
744,NEW JERSEY,2015,20294,8958013.0,22879.0,145701.0
745,NEW MEXICO,2015,7104,2085109.0,13681.0,77094.0
746,NEW YORK,2015,51485,19791256.0,74856.0,322253.0
747,NORTH CAROLINA,2015,36888,10042802.0,34852.0,276183.0
748,NORTH DAKOTA,2015,1772,756927.0,1812.0,16020.0
749,OHIO,2015,52240,11613423.0,33898.0,300525.0
750,OKLAHOMA,2015,27321,3911338.0,16506.0,112878.0
751,OREGON,2015,14655,4028977.0,10468.0,118719.0
752,PENNSYLVANIA,2015,48846,12802503.0,40339.0,232085.0
753,RHODE ISLAND,2015,2982,1056298.0,2562.0,20043.0
754,SOUTH CAROLINA,2015,20457,4896146.0,24700.0,161245.0
755,SOUTH DAKOTA,2015,3536,858469.0,3289.0,16680.0
756,TENNESSEE,2015,19800,6600299.0,40400.0,193796.0
757,TEXAS,2015,152492,27469114.0,113227.0,777739.0
758,UTAH,2015,4831,2995919.0,7071.0,89278.0
759,VERMONT,2015,1750,626042.0,739.0,8806.0
760,VIRGINIA,2015,30430,8382993.0,16399.0,156470.0
761,WASHINGTON,2015,17222,7170351.0,20394.0,248369.0
762,WEST VIRGINIA,2015,5925,1844128.0,6231.0,37251.0
763,WISCONSIN,2015,22914,5771337.0,17647.0,113924.0
764,WYOMING,2015,2400,586107.0,1302.0,11151.0
766,ALABAMA,2016,23745,4860545.0,25878.0,143259.0
767,ALASKA,2016,4378,741522.0,5966.0,24876.0
768,ARIZONA,2016,42248,6908642.0,32542.0,207317.0
769,ARKANSAS,2016,15833,2988231.0,16563.0,98092.0
770,CALIFORNIA,2016,129416,39296476.0,174796.0,1002070.0
771,COLORADO,2016,19486,5530105.0,19030.0,152146.0
772,CONNECTICUT,2016,15040,3587685.0,8169.0,64875.0
773,DELAWARE,2016,6334,952698.0,4859.0,26370.0
774,FLORIDA,2016,98010,20656589.0,88700.0,553812.0
775,GEORGIA,2016,53433,10313620.0,40268.0,307305.0
776,HAWAII,2016,5182,1428683.0,3452.0,42353.0
777,IDAHO,2016,7221,1680026.0,3876.0,29357.0
778,ILLINOIS,2016,43616,12835726.0,56054.0,263256.0
779,INDIANA,2016,25143,6634007.0,26516.0,168460.0
780,IOWA,2016,9049,3130869.0,9170.0,65888.0
781,KANSAS,2016,9653,2907731.0,11665.0,82293.0
782,KENTUCKY,2016,11867,4436113.0,10452.0,97713.0
783,LOUISIANA,2016,15059,4686157.0,26477.0,154511.0
784,MAINE,2016,2356,1330232.0,1649.0,21908.0
785,MARYLAND,2016,20236,6024752.0,29019.0,139716.0
786,MASSACHUSETTS,2016,9038,6823721.0,25975.0,106430.0
787,MICHIGAN,2016,41122,9933445.0,45782.0,190249.0
788,MINNESOTA,2016,9509,5525050.0,13365.0,117723.0
789,MISSISSIPPI,2016,13720,2985415.0,8411.0,82521.0
790,MISSOURI,2016,32427,6091176.0,31720.0,170661.0
791,MONTANA,2016,3199,1038656.0,3886.0,28156.0
792,NEBRASKA,2016,5167,1907603.0,5661.0,43197.0
793,NEVADA,2016,13932,2939254.0,19924.0,75922.0
794,NEW HAMPSHIRE,2016,2599,1335015.0,2668.0,20323.0
795,NEW JERSEY,2016,19458,8978416.0,21861.0,138012.0
796,NEW MEXICO,2016,6996,2085432.0,14585.0,81930.0
797,NEW YORK,2016,50611,19836286.0,74315.0,305224.0
798,NORTH CAROLINA,2016,35970,10156689.0,37767.0,277765.0
799,NORTH DAKOTA,2016,1639,755548.0,1905.0,17451.0
800,OHIO,2016,52172,11622554.0,35759.0,300945.0
801,OKLAHOMA,2016,26367,3921207.0,17855.0,118010.0
802,OREGON,2016,14579,4085989.0,10983.0,121716.0
803,PENNSYLVANIA,2016,48287,12787085.0,40389.0,222394.0
804,RHODE ISLAND,2016,2887,1057566.0,2529.0,18910.0
805,SOUTH CAROLINA,2016,20376,4959822.0,25137.0,161534.0
806,SOUTH DAKOTA,2016,3770,861542.0,3636.0,17207.0
807,TENNESSEE,2016,21539,6649404.0,42459.0,191199.0
808,TEXAS,2016,151276,27904862.0,121064.0,769892.0
809,UTAH,2016,4502,3044321.0,7406.0,90561.0
810,VERMONT,2016,1735,623354.0,851.0,9705.0
811,VIRGINIA,2016,29882,8414380.0,18495.0,157292.0
812,WASHINGTON,2016,17228,7280934.0,22101.0,254994.0
813,WEST VIRGINIA,2016,5899,1828637.0,6633.0,37282.0
814,WISCONSIN,2016,23163,5772917.0,17716.0,111911.0
815,WYOMING,2016,2352,584910.0,1431.0,11460.0
