,STATE,YEAR,TOTAL_EXPENDITURE,INSTRUCTION_EXPENDITURE,4TH_ENROLLED,8TH_ENROLLED,TOTAL_ENROLLMENT,4_AVG_MATH_SCORE,8_AVG_MATH_SCORE,4_AVG_RDG_SCORE,8_AVG_RDG_SCORE,PRISONER_COUNT,STATE_POPULATION,VIOLENT_CRIME_TOTAL,PROPERTY_CRIME_TOTAL,TOTAL_JAIL_ADM,ASIAN_JAIL_POP,BLACK_JAIL_POP,LATINO_JAIL_POP,NATIVE_JAIL_POP,WHITE_JAIL_POP,ASIAN_PRISON_POP,BLACK_PRISON_POP,LATINO_PRISON_POP,NATIVE_PRISON_POP,OTHER_PRISON_POP,WHITE_PRISON_POP
10,ALABAMA,2011,7411768.0,3844055.0,56491.0,57919.0,687019.0,231.28601899999998,269.0965158,220.2734133,257.3835093,26813,4803689.0,20166.0,173192.0,281440.0,0.32719836400818,44.670756646216766,3.075664621676892,0.18813905930470348,47.55010224948875,0.0,57.96935648621042,0.0,0.0,0.15526046986721145,41.87538304392237
11,ALABAMA,2012,7222161.0,3695221.0,55859.0,58151.0,685209.0,,,,,26768,4817528.0,21693.0,168878.0,239664.0,0.23196089802004805,38.56349929583299,3.272305525639964,0.1988236268743269,45.77914008781377,0.0,57.32951054679501,0.0,0.0,0.20479213598197826,42.46569731722302
12,ALABAMA,2013,7487741.0,3747993.0,55719.0,58799.0,686447.0,232.86133250000003,269.1942806,218.5759534,269.5337264,26825,4833996.0,20834.0,161835.0,216079.0,0.11984121039622501,43.637180735525426,3.9847202456744815,0.18725189124410158,44.22889671185679,0.0,57.330343051748486,0.0,0.0,0.2782623141456932,42.39139463410582
13,ALABAMA,2014,7587737.0,3824295.0,55479.0,57471.0,686225.0,,,,,26145,4849377.0,20727.0,154094.0,174348.0,0.2191873208565166,42.126117012308214,4.164559096273815,0.2191873208565166,51.070645759568364,0.0,57.07450741594538,0.0,0.0,0.374059414553521,42.55143316950111
14,ALABAMA,2015,7501799.0,3817479.0,55808.0,55792.0,688176.0,230.9774227,266.5553185,217.04908980000002,269.02002819999996,25212,4858979.0,22952.0,144746.0,165239.0,0.1886622944928578,41.58656005749708,4.330248854550354,0.23358188841972868,49.420537238343364,0.0,56.36843046120844,0.0,0.0,0.4558455488022882,43.17572398998927
15,ARIZONA,2001,5858385.0,2538936.0,74270.0,69643.0,841750.0,,,,,27710,5306966.0,28675.0,293874.0,186845.0,0.45662100456621,12.25773718924404,35.74835109081684,4.667681380010147,47.29578893962456,0.19887151974840442,15.863472389233188,37.175099435759876,4.680418092683378,1.5215983720284896,40.56054019054667
16,ARIZONA,2002,6018188.0,2659448.0,71139.0,69841.0,861334.0,,,,,29359,5441125.0,30171.0,318296.0,190452.0,0.48321911790546473,11.535758214725005,35.38042523282376,5.1484800562291335,47.6629766297663,0.19071310116086237,14.796849087893865,36.70398009950249,4.411276948590381,1.48424543946932,42.41293532338308
17,ARIZONA,2003,6210287.0,2810907.0,76207.0,76376.0,930090.0,228.91139610000002,271.1773505,208.8728014,267.8089667,31084,5579222.0,28638.0,314335.0,206119.0,0.4734528238079134,11.82786608048698,37.79168075752452,5.689888400405817,47.784917145755834,0.1980938142403289,14.393571295085032,38.23210614838348,4.900018688095683,1.588488133059241,40.68772192113624
18,ARIZONA,2004,6731212.0,3224647.0,77110.0,78595.0,957964.0,,,,,32384,5739879.0,28952.0,291203.0,241603.0,0.5518136817333441,12.521301631096323,37.78300738456545,5.769698936947172,48.48656982877546,0.24367848566181666,13.875547393699675,38.0915383528747,4.98658002542732,1.4479446249470265,41.35471111738946
19,ARIZONA,2005,7136794.0,3423716.0,80458.0,80683.0,1010731.0,229.8006731,274.30509,207.1427366,264.9477781,33345,5953007.0,30478.0,287345.0,190113.0,0.4761109254928166,13.222519211493486,40.043434680922154,5.913798864016037,45.67323755429335,0.24283280779964483,14.352506252038708,38.450944148454205,5.034250299010547,1.5077380305171977,40.411728462179695
20,ARIZONA,2006,7934177.0,3733989.0,81388.0,80769.0,982648.0,,,,,35752,6166318.0,33456.0,294389.0,174922.0,0.46331395838598266,13.267626990144048,37.25886614438548,4.363575098980709,40.04717378485385,0.27153101719696443,15.028197451785838,39.66441551207965,4.177400264568684,1.3646174197591032,39.49383833460976
21,ARIZONA,2007,8709531.0,3977800.0,82876.0,81196.0,1000520.0,231.9369335,275.5484264,209.5206243,254.7997475,37700,6338755.0,32835.0,287308.0,211236.0,0.4992511233150275,12.614411715759694,43.40988517224164,5.242136794807788,43.35996005991014,0.2871719671279748,14.086701493905233,39.54113585678062,4.836098127272172,1.27699874744142,39.97189380747258
22,ARIZONA,2008,9581201.0,4251747.0,83793.0,81576.0,1000335.0,,,,,39455,6500180.0,31567.0,266653.0,193454.0,0.6080567519635166,13.461700869858964,41.59277088083776,5.3711679756777295,40.83269994088337,0.3035227028849986,14.651868657448569,41.68685041542754,4.791979642517705,1.327528589385903,37.238249992335284
23,ARIZONA,2009,9580393.0,4296503.0,83686.0,82163.0,993469.0,229.99110519999996,277.33228199999996,209.98926949999998,267.1670297,40544,6595778.0,28128.0,236721.0,213458.0,0.5485640529202969,12.141013230074217,36.64891900613101,6.897386253630203,39.27073249435302,0.3067748501963933,14.249261733421257,41.82172654032512,4.802316580177184,1.3589839158232748,37.46093638005677
24,ARIZONA,2010,8812967.0,4223152.0,82862.0,80636.0,988741.0,,,,,40130,6413158.0,26528.0,226802.0,175690.0,0.5923378236361899,12.41043278876469,35.94153052450559,5.28327123340021,40.651571605999806,0.29954327065662256,14.363248116732901,42.45506850940151,4.300373687644581,1.3375645056053147,37.244201909959074
25,ARIZONA,2011,8610417.0,3977772.0,82566.0,81294.0,995665.0,235.157597,279.0335017,212.39504989999998,270.9661722,39949,6467315.0,26789.0,229896.0,180160.0,0.8525149190110828,12.446717817561808,40.332480818414325,5.089514066496164,42.65984654731458,0.27003672499459924,14.085115575718298,42.830524951393386,4.2206740116655865,1.2394685677252106,37.354180168502914
26,ARIZONA,2012,8054662.0,3917564.0,83892.0,82769.0,1002920.0,,,,,40013,6551149.0,28077.0,231701.0,179036.0,0.7029053420805998,14.048734770384256,37.66635426429241,8.069353327085285,45.48266166822868,0.1972799282618443,14.598714691376477,43.078762516813626,4.60020923628755,1.3301449708563742,36.194888656404125
27,ARIZONA,2013,7600581.0,3824071.0,84282.0,83849.0,1015927.0,240.30491150000003,279.72226800000004,213.1341315,257.4278382,41031,6634997.0,27576.0,223294.0,168134.0,0.5149501661129569,14.053156146179402,35.96345514950166,4.700996677740863,39.62624584717608,0.2605494194279241,14.466156896063437,43.557065986972525,4.389691305579156,1.396205041064854,35.9303313508921
28,ARIZONA,2014,8109460.0,3902565.0,85535.0,84596.0,1028214.0,,,,,42136,6731484.0,26916.0,215240.0,178259.0,0.6659354434346599,14.133500470072077,34.863679097461606,4.802569727358195,45.87903478533375,0.3149729279466889,14.126926280716368,42.25322782174094,4.219596001665972,1.3457934194085797,37.73948354852145
29,ARIZONA,2015,7902600.0,3846357.0,86594.0,84084.0,1029470.0,237.6117554,282.9194894,215.3113365,260.3170188,42204,6828065.0,28012.0,207107.0,177576.0,0.4388064464656135,19.411201531833413,23.34450295197064,4.667304930588799,43.46577309717568,0.39390433048573326,14.059922696275143,41.030059824220196,4.281247691966813,1.1718653831950565,39.06300007385706
30,CALIFORNIA,2001,52082540.0,26641811.0,485301.0,461133.0,5717489.0,,,,,157142,34600463.0,212867.0,1134189.0,938170.0,1.9667538556093938,25.927990509269183,40.272715578234205,0.7232394265540356,30.23741120306448,0.8734328598879318,31.86686195729585,35.61052956906167,0.8364799312003655,3.4910439538289957,27.131512113841893
31,CALIFORNIA,2002,56464225.0,28593157.0,491510.0,473553.0,5833345.0,,,,,159695,35001986.0,208388.0,1176484.0,1003247.0,1.9537605251890966,25.76138147566719,39.5447409733124,0.8248893963179676,29.1565577279863,0.8646581722436127,31.220974080101616,36.12842191614073,0.8633350533878459,3.5148652403445406,27.22912449225314
32,CALIFORNIA,2003,59749885.0,29561563.0,493415.0,500143.0,5899326.0,227.45498179999998,267.0495006,205.6324371,255.0733796,161785,35462712.0,205551.0,1215086.0,1052556.0,2.184155885641271,24.538146196028325,39.856519192887184,0.8398551882020976,29.167332162061438,0.8722259799658582,30.400360743389054,36.484040325957416,0.8786678261989885,3.615808290656102,27.55306470834541
33,CALIFORNIA,2004,62647953.0,29624968.0,488045.0,498806.0,5932350.0,,,,,163939,35842038.0,189175.0,1227194.0,1145837.0,2.151939549424514,24.820905356717276,42.26633581472291,0.714976658114985,29.176655311155038,0.8504101709317906,30.64679543746119,37.14154982514626,0.7700101317122594,3.80560185639115,26.591495898290685
34,CALIFORNIA,2005,66196072.0,31070450.0,477828.0,489560.0,5926631.0,230.3669575,268.55812860000003,206.5120265,264.1845096,168035,36154147.0,190178.0,1200531.0,1149246.0,2.5628375225015003,23.600240016001067,43.992266151076734,0.7493832922194813,30.503366891126078,0.7834612264110044,29.71330893145798,37.96039959619232,0.7667391290883979,3.854133764391842,26.73677560803404
35,CALIFORNIA,2006,68722432.0,32387671.0,470542.0,491871.0,5944746.0,,,,,172298,36457549.0,194483.0,1159988.0,1101550.0,2.104452713974079,23.89708712947517,41.40510714744001,0.6980623636596947,28.63338893879122,0.761579681421126,30.078421297315817,38.38850962832465,0.74139323203406,4.011598032738751,25.838043504856984
36,CALIFORNIA,2007,73225422.0,34685013.0,467305.0,490054.0,5881552.0,230.0340912,270.381784,208.522186,268.1594281,171444,36553215.0,191561.0,1112510.0,1057422.0,2.2153893656164367,24.701205470287796,42.57098380269912,0.7153057417437507,27.640906225475693,0.7588992553494653,30.316321599821585,38.91449528553198,0.7564212169646508,4.124075381927666,24.94331487194737
37,CALIFORNIA,2008,76618865.0,36542347.0,463904.0,486390.0,5854465.0,,,,,171085,36756666.0,185329.0,1080996.0,1120085.0,2.2304737842769464,24.852939299978306,43.30538861029233,0.7656088504383111,26.511758475927984,0.7518333641461762,30.35989400382079,39.266038084673696,0.7931225734886301,4.229987058606027,24.41794539964257
38,CALIFORNIA,2009,74766086.0,35617964.0,465866.0,472856.0,5786013.0,231.67492719999998,270.4485881,209.7624054,254.8952466,168830,36961664.0,174934.0,1009433.0,1059872.0,2.0478995901639343,24.72720286885246,44.6951844262295,0.7735655737704918,25.91188524590164,0.7695360460357421,30.15638758324755,39.847208959111036,0.784418290278174,4.367938685153721,23.90336462738581
39,CALIFORNIA,2010,71227111.0,34657275.0,463691.0,476639.0,5815902.0,,,,,162821,37338198.0,164133.0,981939.0,989287.0,2.0513464139787194,23.967702798811867,41.90129551381277,0.6372979681769374,26.323055683387018,0.7476335632921547,30.095940959409596,39.93839242740253,0.780362586234558,4.433819990373817,23.821594737686507
40,CALIFORNIA,2011,69847705.0,34225248.0,462082.0,467626.0,5793407.0,234.1649932,272.76980310000005,211.358636,261.285252,147578,37683933.0,154943.0,973822.0,933253.0,2.0124231004126134,22.65204891781985,42.8075611100353,0.7015923614317847,27.371039578150835,0.7558755028583527,30.14891664902251,40.750935140094576,0.7234102618392264,4.680640835627073,22.73978403557061
41,CALIFORNIA,2012,70191877.0,34213049.0,468007.0,465967.0,5803338.0,,,,,132935,37999878.0,160944.0,1049465.0,990367.0,2.0043560971575087,23.40575115105732,43.27286261751813,0.6451435030740812,29.904055581594115,0.9501900380076015,30.277593980334526,41.265945496791666,0.7855417237293612,4.7347931124686475,21.874374874974993
42,CALIFORNIA,2013,69727119.0,34194878.0,470515.0,472381.0,5799332.0,233.65446459999998,275.90135069999997,212.5459679,260.4482872,134339,38431393.0,154739.0,1018907.0,914533.0,1.7863144016751547,25.76713284905514,39.83145050797508,0.5338262285758602,28.734844763849754,1.0081900847035374,30.08454783258595,41.517189835575486,0.7263639760837071,5.367152466367713,21.184448181365223
43,CALIFORNIA,2014,72506810.0,35539425.0,475192.0,467038.0,5794141.0,,,,,134430,38802500.0,153709.0,947192.0,988612.0,2.113602997013112,22.3257226750367,42.99979749911406,0.613830810509796,29.758770819622338,1.0675909878682843,29.584440593106105,42.30464086269979,0.7225110725977277,5.029847872135567,21.18005006739842
44,CALIFORNIA,2015,78365958.0,38951948.0,485885.0,465322.0,,231.54934500000002,275.324573,212.67794849999999,258.76826800000003,127815,39144818.0,166883.0,1024914.0,885753.0,1.986981843096951,20.90327737809752,41.519641429713374,0.6437706977275323,27.021240150736553,1.1614207768985887,30.038184841369976,42.82968892305378,0.6901680300131182,4.886322808131617,20.275565879295794
45,COLORADO,2001,5727966.0,2709184.0,58028.0,56540.0,689066.0,,,,,17278,4430989.0,15492.0,170887.0,124753.0,1.0759299108515217,23.624346756839838,30.21826006762988,1.1220411927451583,57.792806640024594,1.0696016121531546,28.99550457293443,26.112230661912882,2.2012091148659123,0.0,41.62145403813362
46,COLORADO,2002,6237142.0,2963406.0,57318.0,57664.0,697990.0,,,,,18636,4501051.0,15882.0,180054.0,130783.0,0.8832059056156077,23.727919852359612,23.92565251779594,0.9491167940943843,58.85842341154759,1.1076060287416754,27.276550998948473,26.519453207150367,2.2222222222222223,0.0,42.87416754293726
47,COLORADO,2003,6685029.0,3168745.0,56437.0,58897.0,701780.0,235.1931161,283.3998585,223.660982,266.2285608,19450,4547633.0,15757.0,179706.0,140473.0,1.1446663419386265,21.553823672674135,22.56453969800292,0.754992693619094,58.84072089624939,1.2018741087797924,26.72642085964555,27.303592041827933,2.071026006654444,0.0,42.697086983092284
48,COLORADO,2004,6869975.0,3232723.0,56425.0,59397.0,709008.0,,,,,19655,4601821.0,17121.0,180322.0,168391.0,0.8558558558558558,17.8490990990991,24.966216216216218,1.0810810810810811,59.13288288288289,1.2211838006230529,24.67289719626168,28.947040498442366,1.9937694704049844,0.0,43.165109034267914
49,COLORADO,2005,7284280.0,3380399.0,57151.0,59929.0,720428.0,239.2158745,280.8240073,223.65613,266.2255436,21063,4663295.0,18498.0,188449.0,192002.0,0.8071025020177561,18.462469733656174,26.039144471347864,1.0895883777239708,61.91485068603713,1.1536876802637,23.668255930307847,29.436694331626345,1.7246453587615518,0.0,44.01671669904055
50,COLORADO,2006,7803324.0,3562901.0,57877.0,59497.0,733104.0,,,,,22051,4753377.0,18794.0,163439.0,192761.0,0.8460394198586836,17.385645221271847,24.02380066939383,0.9297136481963555,57.61435477872815,1.1847813994882634,23.206140838802984,29.76415619089999,1.9245744799199023,0.0,43.92034709088886
51,COLORADO,2007,8039146.0,3782300.0,59449.0,58396.0,740291.0,240.20589019999997,286.1927562,223.7326529,251.93688140000003,22666,4861515.0,17101.0,145808.0,182938.0,0.9310798502175893,17.98400971561583,25.35168505212023,0.9209594170630503,55.601659751037346,1.2104492737304358,23.814885711068573,30.599031640581014,2.3758585744848553,0.0,41.99977480013512
52,COLORADO,2008,8884786.0,4221868.0,61058.0,58733.0,754458.0,,,,,23211,4939456.0,17480.0,139340.0,185441.0,0.9337527029683508,17.760959308040103,26.390800078631806,0.796147041478278,56.32003145272263,1.117052252633808,22.960453173804858,31.012758748477946,2.7370427232780985,0.0,42.17269310180528
53,COLORADO,2009,8682489.0,4108304.0,62929.0,59129.0,768178.0,243.13244,287.3729075,225.6966406,259.4494265,22725,5024748.0,17022.0,134196.0,209434.0,0.6133755441234665,18.114364859517217,26.919271863870204,0.7716660071230708,55.47091412742382,1.2068136914615262,22.822662465958242,31.96988305654937,2.750040049126929,0.0,41.250600736903934
54,COLORADO,2010,8914338.0,4232076.0,63819.0,59684.0,778134.0,,,,,22752,5047692.0,16339.0,135001.0,117687.0,0.7984262902105995,21.441795880583197,25.595926868780378,0.8099976857208979,58.747975005785705,1.2926608275445486,24.796134098459678,30.92721232256116,2.5551192993053458,0.0,40.42887345212927
55,COLORADO,2011,8676451.0,4204486.0,64560.0,61156.0,787904.0,244.4560971,291.7426729,223.4338436,260.14800519999994,21862,5116302.0,16085.0,132781.0,144983.0,0.678513731825525,20.19386106623586,28.4760366182014,0.7646742057081314,62.10016155088853,1.2213485025932742,22.681389771903408,31.91679214767721,2.5096202108080976,0.0,41.670849367018015
56,COLORADO,2012,8472536.0,4174705.0,65921.0,62260.0,796610.0,,,,,20328,5189458.0,15951.0,139355.0,143416.0,0.6510113926993722,21.1578702627296,28.8421297372704,0.7672634271099744,57.81213671239247,1.1638092854461268,23.45763984482543,32.07358278062821,2.740583156050557,0.0,40.56438493304968
57,COLORADO,2013,8699125.0,4292898.0,66140.0,63820.0,809774.0,246.975708,289.68180010000003,226.6632196,261.9644908,20184,5272086.0,16099.0,139974.0,143157.0,0.782436062127759,20.810463622562185,21.966600490482307,0.6539764101366343,58.83452061193507,1.2017455521987246,24.142329640819067,30.49345417925478,2.813024504867405,0.0,41.349446122860016
58,COLORADO,2014,9286626.0,4470568.0,66809.0,65116.0,822938.0,,,,,20469,5355866.0,16554.0,135510.0,159043.0,0.6263269639065818,19.883227176220807,24.723991507431,0.8280254777070064,59.91507430997876,1.1171104077452987,22.416682182088994,31.049463166387387,2.767951343635574,0.0,42.64879290014274
59,COLORADO,2015,9557682.0,4578938.0,68176.0,65957.0,834481.0,241.5635756,285.5391887,224.02322489999997,258.9868426,19959,5456574.0,17515.0,144136.0,159957.0,0.6131010003226848,19.920404431537055,27.288372593309667,0.95729805313542,56.286974292782624,1.1045609680421966,20.868755817561276,30.573999379460133,2.742786224014893,0.0,44.7098976109215
60,FLORIDA,2001,18389394.0,8412975.0,196952.0,194250.0,2323253.0,,,,,72404,16373330.0,130713.0,782517.0,385574.0,0.16991297140489017,45.2755905511811,13.506009117281392,0.0870285951098218,44.21052631578947,0.0,53.44898924222722,13.006856602435276,0.12117271545099893,0.18619222130275445,33.23678921858376
61,FLORIDA,2002,19051049.0,8781232.0,197625.0,201159.0,2356659.0,,,,,75210,16691701.0,128721.0,777236.0,452065.0,0.2658676569885213,44.73328831870358,13.006414584740039,0.054861580013504385,48.00388251181634,0.0,53.30428688949148,11.910057585082722,0.0700770847932726,0.22546540324792055,34.4901130373846
62,FLORIDA,2003,20180142.0,9622598.0,178109.0,205443.0,2395642.0,233.72881150000003,271.3714902,218.0144882,255.32011519999998,79594,16999181.0,124280.0,757696.0,427802.0,0.21711131554737811,45.52345906163753,10.053357865685372,0.040478380864765406,49.41674333026679,0.0,49.91732757895917,14.012274752683352,0.06725891881288008,0.2830479500042037,35.7200907995404
63,FLORIDA,2004,21896220.0,10411050.0,197293.0,209559.0,2442173.0,,,,,83165,17385430.0,123754.0,727141.0,631793.0,0.2417358380661133,42.55715741954274,9.902431920780545,0.05533711955730304,52.52366389981069,0.0,52.677613330363826,10.890648093782268,0.0850357352554109,0.29964973375716225,36.047053106841325
64,FLORIDA,2005,23857012.0,11270907.0,195265.0,208413.0,2471699.0,238.93064959999998,274.0483769,219.4652222,257.69173190000004,86559,17768191.0,125957.0,712998.0,491728.0,0.18917394045999136,38.78397663535893,10.918987089708274,0.056420298031927246,53.52958746805615,0.0,48.898891966759,12.072945521698983,0.09464450600184672,0.35780240073868885,38.57571560480147
65,FLORIDA,2006,26609155.0,12211602.0,199686.0,207213.0,2469450.0,,,,,90377,18089888.0,129602.0,721101.0,593976.0,0.33815914614815595,38.76677586389094,10.27422593257952,0.08189791820775652,52.48863996618408,0.0,49.67529497850544,11.588767950242387,0.11524741607975852,0.37867008140492087,38.24201957376749
66,FLORIDA,2007,29849892.0,13476109.0,195859.0,193970.0,2469344.0,242.02025,277.38349730000004,223.53492680000002,251.2877915,95187,18251243.0,131878.0,746249.0,579469.0,0.10628321350422006,39.08721475461082,14.116911534854642,0.046889653016567674,49.66239449828072,0.0,50.44394186874398,13.674247183482011,0.11098546718599489,0.4083427566277171,35.3624827239603
67,FLORIDA,2008,31219589.0,14392625.0,198129.0,200736.0,2437592.0,,,,,99878,18328340.0,126256.0,758889.0,329643.0,0.14865337530605105,30.876180482686255,15.184505071703395,0.039349422875131164,52.81129765652326,0.0,43.254976364279514,15.19439174196868,0.08682509566839244,0.4116152683538605,41.052191529729555
68,FLORIDA,2009,28867429.0,13884278.0,199322.0,198245.0,2438465.0,241.9449094,279.3352641,225.67340730000004,265.5131199,101373,18537969.0,113541.0,712010.0,237818.0,0.26123936816524906,32.13851761846902,11.986634264884568,0.060753341433778855,54.70838396111786,0.018627524029505998,41.632516205945905,7.711794948215483,0.0856866105357276,0.5662767304969824,49.985097980776395
69,FLORIDA,2010,27267009.0,13869921.0,200682.0,201676.0,2446250.0,,,,,102070,18838613.0,101969.0,669035.0,284731.0,0.11648223645894001,35.013501350135016,17.71588923598242,0.08471435378832001,49.41494149414942,0.0,44.00373458678085,15.228099546054539,0.08692572679566014,0.44106757670390523,40.24017256366504
70,FLORIDA,2011,26991946.0,14284224.0,195625.0,200378.0,2464854.0,239.826451,277.8370352,224.52858540000003,274.6813995,100861,19082262.0,98198.0,671200.0,226010.0,0.2726376239921109,30.76164510702477,9.263878415221301,0.13921921225129066,60.525552526248624,0.013242402171753957,39.919221346752295,7.501820830298617,0.07614381248758526,0.5793550950142357,51.91021651327551
71,FLORIDA,2012,25352047.0,13558844.0,195358.0,204116.0,2481673.0,,,,,99835,19320749.0,94087.0,632988.0,224354.0,0.17279550731680976,37.788217506344836,8.628975646633187,0.17279550731680976,53.113019061504396,0.0,43.52509665267819,9.288570201235832,0.08921785678881802,0.48904602980537293,46.60806925949179
72,FLORIDA,2013,25245400.0,13833236.0,198411.0,206698.0,2511426.0,241.67580959999998,280.8558396,227.4631766,265.9849815,100940,19600311.0,91993.0,607170.0,249184.0,0.1681614349775785,35.308805544231554,10.196697920913167,0.15796983285772523,52.17590705258866,0.0,43.6582728255832,9.708017920593234,0.07415417889695658,0.4263865286575004,46.13316854626912
73,FLORIDA,2014,26523658.0,14542370.0,202424.0,210397.0,2552392.0,,,,,100873,19893297.0,107521.0,679446.0,217840.0,0.14447526583448914,37.19949144706426,8.292880258899677,0.17914932963476654,55.81946370781322,0.0,42.53433166571534,10.29110566430514,0.10072860356579257,0.45327871604606657,46.62055535036766
74,FLORIDA,2015,27277049.0,14931173.0,215435.0,206785.0,2592720.0,242.66432090000004,275.323818,227.188969,247.6534449,99485,20271272.0,93626.0,570270.0,157196.0,0.13837302454300487,37.302454300487945,7.836282863593329,0.21120093219721797,51.8461874590343,0.0,43.78637010215958,10.763394973921288,0.11207379628432261,0.4957110220268115,44.842450105608
75,GEORGIA,2001,11853800.0,6336556.0,116886.0,112145.0,1359461.0,,,,,45937,8405677.0,41671.0,347872.0,197376.0,0.18835347669125727,58.63286768168262,9.260712603986814,0.09417673834562863,30.450478731753254,0.20037785538443922,65.93576458464533,1.0305146848342588,0.057250815824125494,0.16602736588996395,32.61006469342188
76,GEORGIA,2002,12690343.0,6894589.0,118053.0,116150.0,1381240.0,,,,,47445,8544005.0,39271.0,346559.0,209884.0,0.11971567527123082,62.43172465394687,5.2899364010475125,0.044893378226711564,31.69472502805836,0.24273183648700833,64.74320075026205,1.7432559165885142,0.04964969382688807,0.25928173442930436,32.961880068406245
77,GEORGIA,2003,13516783.0,7352918.0,117201.0,120694.0,1403762.0,230.2549768,269.6770092,213.5972193,257.998089,47208,8676460.0,39435.0,369589.0,173548.0,0.15956916325920015,64.28642664805027,6.781689438516008,0.03989229081480004,33.66909344769123,0.22757592403672605,62.347955740406505,2.307149022993016,0.031389782625755314,0.274660597975359,34.811268931962644
78,GEORGIA,2004,13779680.0,7492703.0,116129.0,122432.0,1430942.0,,,,,51104,8918129.0,40217.0,376656.0,141724.0,0.4434349989184512,48.56154012545966,6.229720960415315,0.03244646333549643,39.281851611507676,0.11051944137445996,56.83713453230182,2.079774942228474,0.0,0.1306138852607254,40.84195719883452
79,GEORGIA,2005,14492666.0,7886069.0,119028.0,123678.0,1470064.0,233.63573780000002,272.1915644,214.4309205,250.43105640000002,48749,9132553.0,40725.0,378534.0,240276.0,0.3951433292621596,51.627272074143264,6.746174294130325,0.04310654501041741,43.28615561462749,0.1380071763731714,55.27187413745514,2.6704388628208666,0.0,0.09660502346121999,41.82307479988959
80,GEORGIA,2006,15839227.0,8583817.0,121155.0,126903.0,1498704.0,,,,,52792,9363941.0,44754.0,362712.0,246170.0,0.3127703467092567,53.82311838690358,8.298396220137086,0.12643907632927398,42.87615625207959,0.13616129876931135,54.888714323121235,3.2835820895522385,0.031421838177533384,0.08379156847342235,41.576328881906264
81,GEORGIA,2007,17389530.0,9507096.0,125404.0,124544.0,1519798.0,235.2090171,274.7786646,218.8881713,266.4078816,54256,9544750.0,46917.0,371248.0,183261.0,0.25793970659358373,56.424310817346445,6.182492342414961,0.05642431081734644,40.19023053361277,0.09779669792325835,57.469941897255936,2.577230627624691,0.023010987746649024,0.08629120404993385,39.745728585399526
82,GEORGIA,2008,19172087.0,10289480.0,127285.0,123857.0,1526456.0,,,,,52719,9685744.0,47353.0,387917.0,134914.0,0.18337408312958436,52.933985330073355,4.9266503667481665,0.07334963325183375,47.872860635696824,0.07369800196528005,56.46904683917459,2.2928267278087127,0.0,0.06550933508024893,41.098919095971176
83,GEORGIA,2009,19025136.0,10063924.0,130091.0,124084.0,1536360.0,236.02957290000003,277.5611997,217.8481057,271.8101332,53538,9829211.0,42073.0,360985.0,112165.0,0.1832700615263778,55.42610289304882,5.471920408430423,0.07854431208273334,45.045162979447575,0.03258124949091797,56.24338193369716,2.1829437158915046,0.0,0.05701718660910646,41.48407591431131
84,GEORGIA,2010,17834488.0,9841382.0,131326.0,123794.0,1545059.0,,,,,52794,9712157.0,39068.0,353449.0,138516.0,0.2047452727929664,52.27026376008671,4.034686257979043,0.060219197880284236,48.187402143803446,0.03186489285429778,55.01473751294511,2.5013940890623756,0.0,0.047797339281446666,42.40420616585677
85,GEORGIA,2011,17187481.0,9671343.0,128827.0,126785.0,1551644.0,238.3665421,278.48361919999996,220.8107201,265.8394755,52844,9812460.0,36762.0,357235.0,191414.0,0.3654604084557506,57.09781440343963,5.123611608742387,0.05732712289501971,38.73163740594769,0.09644295682759403,61.16752708912464,3.460600215578374,0.05105803596754978,0.06807738129006638,35.15629432121178
86,GEORGIA,2012,17400209.0,9611118.0,128538.0,128432.0,1566495.0,,,,,55178,9915646.0,37675.0,339473.0,131949.0,0.2848378615249781,52.08150744960561,3.7028921998247153,0.07668711656441718,46.406660823838735,0.03236507808075087,53.57229549316288,2.9533133748685167,0.0,0.04045634760093859,43.40156970628692
87,GEORGIA,2013,17317504.0,9555687.0,129329.0,131295.0,1587251.0,240.0472366,279.17911089999996,221.8367125,247.7391537,53701,9994759.0,37519.0,339808.0,148462.0,0.26535626535626533,49.52334152334152,3.862407862407862,0.07862407862407862,45.27764127764128,0.07873395795606646,56.286906542791904,2.637587591528226,0.0,0.05511377056924651,40.941658137154555
88,GEORGIA,2014,17668352.0,9635641.0,131377.0,133128.0,1610821.0,,,,,52719,10097343.0,38097.0,331316.0,109102.0,0.05728689275893675,44.569202566452795,3.609074243813016,0.08020164986251146,49.36984417965169,0.035208168295044445,50.638148050347674,3.3359739459554616,0.0,0.08802042073761113,45.902649414664204
89,GEORGIA,2015,18501103.0,10081483.0,134343.0,131509.0,1628449.0,236.4525193,278.71179680000006,222.0134973,277.19136339999994,52002,10214860.0,38643.0,308723.0,192739.0,0.10113950509068842,39.815251837367676,4.139977075045513,0.07416897039983818,35.3718562470501,0.11366444279713368,63.212255992092906,3.3407462317766248,0.0,0.10378057820607858,33.22955275512726
90,ILLINOIS,2001,19337580.0,9317202.0,159038.0,151737.0,1918427.0,,,,,44348,12520227.0,79270.0,434648.0,190341.0,0.34808168316831684,67.94554455445545,11.819306930693068,0.07735148514851485,20.37438118811881,0.2061475031537491,70.69320943970955,11.39349558475124,0.1384572782375927,0.009230485215839511,17.55945970893203
